variable,observations,countries,average_periods,mean,sd_overall,sd_between,sd_within,within_sd_ratio
rents_oil_gas,1044,49,21.30612244897959,10.288943,14.2463103182918,13.734912,4.7557974,.3338266
rents_mining,1044,49,21.30612244897959,2.1245651,4.526253931776108,3.715595,2.8314025,.62555099
rents_oil_gas_x_inst,1044,49,21.30612244897959,-3.2987645,14.67614315154923,14.33977,5.0697088,.34543875
rents_mining_x_inst,1044,49,21.30612244897959,-.65285999,3.736668204151751,3.0438077,2.3590455,.63132322
