country_iso3_code,country,country_id,year,leverage,cooks_distance,standardized_residual,flag_leverage,flag_cooks,flag_residual,model,dependent_value,leverage_cutoff,cooks_cutoff
AGO,Angola,AGO,2015,.0991463750342474,.0105722624243896,2.907461673314684,0,1,0,ECI,-.5443719,.1685823754789272,.0038314176245211
GUY,Guyana,GUY,2019,.1258818717290726,.0100794664802254,2.481781690539027,0,1,0,ECI,-.41496766,.1685823754789272,.0038314176245211
SYC,Seychelles,SYC,2002,.1175466227212869,.0100203554953498,-2.572904743685541,0,1,0,ECI,-.649661,.1685823754789272,.0038314176245211
COG,Republic of the Congo,COG,2000,.1230390917658726,.0099997002186259,-2.504398213075223,0,1,0,ECI,-2.7341566,.1685823754789272,.0038314176245211
IRQ,Iraq,IRQ,2016,.0937508542007075,.0093548657271133,-2.820955943852142,0,1,0,ECI,-2.378709,.1685823754789272,.0038314176245211
LBR,Liberia,LBR,2002,.1087495990528184,.0092314264599171,2.580249960891388,0,1,0,ECI,-.3935448,.1685823754789272,.0038314176245211
AGO,Angola,AGO,2013,.0804306504518921,.0092068294386278,-3.043531760020157,0,1,1,ECI,-2.092156,.1685823754789272,.0038314176245211
BRN,Brunei,BRN,2018,.0861604341266879,.0091557120665874,2.923266695351099,0,1,0,ECI,.580272,.1685823754789272,.0038314176245211
ATG,Antigua and Barbuda,ATG,2006,.1035435003049754,.0089974164262282,-2.618203721289909,0,1,0,ECI,-.28271586,.1685823754789272,.0038314176245211
AGO,Angola,AGO,2009,.0773600630396247,.0087543323501675,3.031171914821363,0,1,1,ECI,-.49584088,.1685823754789272,.0038314176245211
BRN,Brunei,BRN,2015,.0785644240744716,.0084921133636945,2.960525117238854,0,1,0,ECI,.65631944,.1685823754789272,.0038314176245211
IRQ,Iraq,IRQ,2021,.1078031599516081,.0084784778046661,2.484934093354296,0,1,0,ECI,-1.0185448,.1685823754789272,.0038314176245211
GMB,The Gambia,GMB,2002,.081703021969262,.0083820093508285,2.8793066749132,0,1,0,ECI,-.11224862,.1685823754789272,.0038314176245211
GMB,The Gambia,GMB,2020,.0947141471778874,.0082993863314425,-2.642103138084631,0,1,0,ECI,-1.5266446,.1685823754789272,.0038314176245211
MNG,Mongolia,MNG,1996,.1376597200497232,.0081640791209314,2.121440393344955,0,1,0,ECI,-.40070465,.1685823754789272,.0038314176245211
GAB,Gabon,GAB,2006,.0740139769089536,.0078513097797655,-2.940070457587976,0,1,0,ECI,-1.7187247,.1685823754789272,.0038314176245211
GUY,Guyana,GUY,2020,.2067256843353356,.0078051905522143,1.623482339181995,1,1,0,ECI,-.82675105,.1685823754789272,.0038314176245211
AGO,Angola,AGO,2016,.079590920371329,.0071065315600378,2.689235677577723,0,1,0,ECI,-.5587154,.1685823754789272,.0038314176245211
BRN,Brunei,BRN,2019,.0818567512677566,.0069866155817724,2.626048426128623,0,1,0,ECI,.59415704,.1685823754789272,.0038314176245211
NGA,Nigeria,NGA,2004,.0695356621801135,.0068302352337337,-2.835993528336733,0,1,0,ECI,-2.9010394,.1685823754789272,.0038314176245211
COG,Republic of the Congo,COG,2006,.0963947750347787,.0067723013031362,-2.363589715985169,0,1,0,ECI,-2.6168566,.1685823754789272,.0038314176245211
DZA,Algeria,DZA,1998,.0865180777714665,.0067435351874653,2.503120158039606,0,1,0,ECI,-.20179704,.1685823754789272,.0038314176245211
QAT,Qatar,QAT,1996,.1377456624193361,.0067271239376081,1.925017927982192,0,1,0,ECI,.3328568,.1685823754789272,.0038314176245211
DZA,Algeria,DZA,2014,.074168396937023,.0066496482445345,-2.702696173425996,0,1,0,ECI,-1.5001138,.1685823754789272,.0038314176245211
SYC,Seychelles,SYC,2015,.0935857919412362,.0064967365834921,2.353137785296384,0,1,0,ECI,.7729941,.1685823754789272,.0038314176245211
