model,dependent_variable,observations,countries,clusters,years,first_year,last_year,r2_within,r2_between,r2_overall,f_statistic,df_model,df_error,model_p_value,rmse,sigma_country,sigma_idiosyncratic,rho_country
ECI_TWFE_DISAGG,eci,1044,49,49,23,1996,2021,.1566256637442698,.20631136,.21073659,22.90237,40,48,1.4376239e-20,.26302266,.74280912,.2695584,.88363457
