model,excluded_country_id,excluded_country_iso3,term,base_coefficient,coefficient,standard_error,p_value,observations,countries
ECI,52,VNM,c.rents_mining#c.inst,-0.0021268324,-0.0007207862,0.0038568841,0.8525567055,1021,48
ECI,54,ZAF,c.rents_mining#c.inst,-0.0021268324,-0.0019672029,0.0042780195,0.6477515101,1021,48
ECI,55,ZMB,c.rents_mining#c.inst,-0.0021268324,-0.0021540914,0.0044076717,0.6273168325,1021,48
ECI,1,AGO,c.rents_oil_gas#c.inst,-0.0056538780,-0.0064897784,0.0038989394,0.1026667207,1023,48
ECI,2,ALB,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058720927,0.0039467607,0.1434758604,1021,48
ECI,3,ARE,c.rents_oil_gas#c.inst,-0.0056538780,-0.0061923028,0.0041335220,0.1408019513,1021,48
ECI,4,ATG,c.rents_oil_gas#c.inst,-0.0056538780,-0.0055311541,0.0040092370,0.1742377728,1023,48
ECI,5,AUS,c.rents_oil_gas#c.inst,-0.0056538780,-0.0053344783,0.0039775437,0.1863175780,1024,48
ECI,6,BDI,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056595774,0.0039391215,0.1574096680,1021,48
ECI,7,BHR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0057904758,0.0039149327,0.1457921267,1027,48
ECI,8,BOL,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056185429,0.0040645129,0.1734011322,1021,48
ECI,9,BRN,c.rents_oil_gas#c.inst,-0.0056538780,-0.0031314550,0.0034032166,0.3621954322,1023,48
ECI,10,CAF,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058114887,0.0039311983,0.1459984928,1023,48
ECI,11,CHL,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056862035,0.0039297566,0.1545450091,1021,48
ECI,12,CMR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0054489197,0.0038850424,0.1673257202,1024,48
ECI,13,COD,c.rents_oil_gas#c.inst,-0.0056538780,-0.0057418924,0.0039591659,0.1536220908,1026,48
ECI,14,COG,c.rents_oil_gas#c.inst,-0.0056538780,-0.0060758074,0.0041902238,0.1537005007,1023,48
ECI,15,COL,c.rents_oil_gas#c.inst,-0.0056538780,-0.0057908008,0.0039412826,0.1484223455,1021,48
ECI,16,DZA,c.rents_oil_gas#c.inst,-0.0056538780,-0.0046659061,0.0039438410,0.2427247614,1021,48
ECI,17,ECU,c.rents_oil_gas#c.inst,-0.0056538780,-0.0053859479,0.0039367876,0.1777839661,1021,48
ECI,18,EGY,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058279335,0.0039406237,0.1458286792,1021,48
ECI,19,GAB,c.rents_oil_gas#c.inst,-0.0056538780,-0.0061414619,0.0038566163,0.1179881543,1023,48
ECI,20,GHA,c.rents_oil_gas#c.inst,-0.0056538780,-0.0052695437,0.0039066477,0.1838434339,1021,48
ECI,21,GIN,c.rents_oil_gas#c.inst,-0.0056538780,-0.0061353156,0.0038370036,0.1165254638,1021,48
ECI,22,GMB,c.rents_oil_gas#c.inst,-0.0056538780,-0.0054049389,0.0038947891,0.1717618704,1023,48
ECI,23,GUY,c.rents_oil_gas#c.inst,-0.0056538780,-0.0067753298,0.0037883602,0.0801486298,1021,48
ECI,24,IDN,c.rents_oil_gas#c.inst,-0.0056538780,-0.0053448426,0.0040531992,0.1936682761,1021,48
ECI,25,IND,c.rents_oil_gas#c.inst,-0.0056538780,-0.0053446870,0.0038948664,0.1765031070,1021,48
ECI,26,IRN,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058093006,0.0040741540,0.1605081707,1026,48
ECI,27,IRQ,c.rents_oil_gas#c.inst,-0.0056538780,-0.0028107360,0.0035353866,0.4305931330,1026,48
ECI,28,ISR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056352639,0.0039335019,0.1585809439,1021,48
ECI,29,JAM,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056703440,0.0039101997,0.1536599845,1021,48
ECI,30,JOR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0055962959,0.0038932213,0.1572159976,1021,48
ECI,31,KWT,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056132562,0.0045014522,0.2185804844,1022,48
ECI,32,LBR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058303070,0.0038952117,0.1411342025,1023,48
ECI,34,MNG,c.rents_oil_gas#c.inst,-0.0056538780,-0.0055920458,0.0039939410,0.1680406183,1023,48
ECI,35,MRT,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058250283,0.0038934313,0.1413085312,1029,48
ECI,36,NGA,c.rents_oil_gas#c.inst,-0.0056538780,-0.0061814599,0.0038520552,0.1152553931,1021,48
ECI,37,NOR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0065566748,0.0039905240,0.1070446968,1021,48
ECI,39,OMN,c.rents_oil_gas#c.inst,-0.0056538780,-0.0065916721,0.0040752320,0.1124639884,1023,48
ECI,40,PER,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058514001,0.0039420510,0.1443911493,1021,48
ECI,42,QAT,c.rents_oil_gas#c.inst,-0.0056538780,-0.0071153049,0.0040805102,0.0877445340,1021,48
ECI,43,RUS,c.rents_oil_gas#c.inst,-0.0056538780,-0.0052345106,0.0038324457,0.1784896255,1024,48
ECI,44,SAU,c.rents_oil_gas#c.inst,-0.0056538780,-0.0055308412,0.0040263748,0.1760663688,1025,48
ECI,46,SUR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0057343501,0.0039136028,0.1495147645,1028,48
ECI,47,SYC,c.rents_oil_gas#c.inst,-0.0056538780,-0.0034268727,0.0035696470,0.3419664502,1024,48
ECI,48,SYR,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058349832,0.0039060316,0.1419013590,1031,48
ECI,49,TGO,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058290809,0.0039068470,0.1423771083,1021,48
ECI,50,TTO,c.rents_oil_gas#c.inst,-0.0056538780,-0.0058736433,0.0039375359,0.1424584985,1021,48
ECI,52,VNM,c.rents_oil_gas#c.inst,-0.0056538780,-0.0060773273,0.0037981947,0.1162873581,1021,48
ECI,54,ZAF,c.rents_oil_gas#c.inst,-0.0056538780,-0.0056074816,0.0039069583,0.1578362137,1021,48
ECI,55,ZMB,c.rents_oil_gas#c.inst,-0.0056538780,-0.0057871374,0.0039142738,0.1459529847,1021,48
ECI,1,AGO,rents_mining,-0.0135974258,-0.0130438861,0.0039007920,0.0016290154,1023,48
ECI,2,ALB,rents_mining,-0.0135974258,-0.0133767258,0.0040334426,0.0017639801,1021,48
ECI,3,ARE,rents_mining,-0.0135974258,-0.0135298818,0.0039103189,0.0011592180,1021,48
ECI,4,ATG,rents_mining,-0.0135974258,-0.0139310854,0.0040769372,0.0013156927,1023,48
ECI,5,AUS,rents_mining,-0.0135974258,-0.0129366945,0.0039437823,0.0019580862,1024,48
ECI,6,BDI,rents_mining,-0.0135974258,-0.0134241767,0.0039461711,0.0013757640,1021,48
ECI,7,BHR,rents_mining,-0.0135974258,-0.0136484569,0.0039242879,0.0010994577,1027,48
ECI,8,BOL,rents_mining,-0.0135974258,-0.0135160601,0.0039091017,0.0011676630,1021,48
ECI,9,BRN,rents_mining,-0.0135974258,-0.0134588657,0.0037305637,0.0007462060,1023,48
ECI,10,CAF,rents_mining,-0.0135974258,-0.0139779393,0.0040106210,0.0010759836,1023,48
ECI,11,CHL,rents_mining,-0.0135974258,-0.0167349372,0.0053611118,0.0030745112,1021,48
ECI,12,CMR,rents_mining,-0.0135974258,-0.0130181815,0.0039638272,0.0019358397,1024,48
ECI,13,COD,rents_mining,-0.0135974258,-0.0131030511,0.0035531470,0.0005857488,1026,48
ECI,14,COG,rents_mining,-0.0135974258,-0.0124855740,0.0038178999,0.0020152302,1023,48
ECI,15,COL,rents_mining,-0.0135974258,-0.0139413700,0.0040887743,0.0013444830,1021,48
ECI,16,DZA,rents_mining,-0.0135974258,-0.0141417524,0.0038764982,0.0006606369,1021,48
ECI,17,ECU,rents_mining,-0.0135974258,-0.0132854255,0.0039190385,0.0014243326,1021,48
ECI,18,EGY,rents_mining,-0.0135974258,-0.0134388115,0.0039227023,0.0012818896,1021,48
ECI,19,GAB,rents_mining,-0.0135974258,-0.0135866879,0.0039440747,0.0012124239,1023,48
ECI,20,GHA,rents_mining,-0.0135974258,-0.0137739144,0.0041494472,0.0017487104,1021,48
ECI,21,GIN,rents_mining,-0.0135974258,-0.0138273286,0.0038525532,0.0007891330,1021,48
ECI,22,GMB,rents_mining,-0.0135974258,-0.0137729691,0.0039425986,0.0010503142,1023,48
ECI,23,GUY,rents_mining,-0.0135974258,-0.0134535041,0.0039681243,0.0014225703,1021,48
ECI,24,IDN,rents_mining,-0.0135974258,-0.0134843215,0.0040163435,0.0015665028,1021,48
ECI,25,IND,rents_mining,-0.0135974258,-0.0133952051,0.0039812839,0.0015340789,1021,48
ECI,26,IRN,rents_mining,-0.0135974258,-0.0139301643,0.0038890373,0.0008064489,1026,48
ECI,27,IRQ,rents_mining,-0.0135974258,-0.0142789632,0.0039176340,0.0006672290,1026,48
ECI,28,ISR,rents_mining,-0.0135974258,-0.0136834951,0.0039659431,0.0011932213,1021,48
ECI,29,JAM,rents_mining,-0.0135974258,-0.0132424394,0.0038437045,0.0012110200,1021,48
ECI,30,JOR,rents_mining,-0.0135974258,-0.0133875115,0.0039281235,0.0013506121,1021,48
ECI,31,KWT,rents_mining,-0.0135974258,-0.0136032980,0.0039214599,0.0011291539,1022,48
ECI,32,LBR,rents_mining,-0.0135974258,-0.0139728300,0.0039190822,0.0008475353,1023,48
ECI,34,MNG,rents_mining,-0.0135974258,-0.0121200616,0.0049525499,0.0181879885,1023,48
ECI,35,MRT,rents_mining,-0.0135974258,-0.0119574312,0.0041725421,0.0062044663,1029,48
ECI,36,NGA,rents_mining,-0.0135974258,-0.0137286596,0.0039023801,0.0009761301,1021,48
ECI,37,NOR,rents_mining,-0.0135974258,-0.0135875586,0.0038797786,0.0010233094,1021,48
ECI,39,OMN,rents_mining,-0.0135974258,-0.0137635535,0.0039185337,0.0009925246,1023,48
ECI,40,PER,rents_mining,-0.0135974258,-0.0130982818,0.0038025819,0.0012133509,1021,48
ECI,42,QAT,rents_mining,-0.0135974258,-0.0140522495,0.0040764571,0.0012041002,1021,48
ECI,43,RUS,rents_mining,-0.0135974258,-0.0134620182,0.0039729383,0.0014307692,1024,48
ECI,44,SAU,rents_mining,-0.0135974258,-0.0136249484,0.0039403527,0.0011669326,1025,48
ECI,46,SUR,rents_mining,-0.0135974258,-0.0163268764,0.0038572571,0.0001062394,1028,48
ECI,47,SYC,rents_mining,-0.0135974258,-0.0134011833,0.0038042276,0.0009626041,1024,48
ECI,48,SYR,rents_mining,-0.0135974258,-0.0136390906,0.0039217030,0.0010997690,1031,48
ECI,49,TGO,rents_mining,-0.0135974258,-0.0135227311,0.0038949915,0.0011195492,1021,48
ECI,50,TTO,rents_mining,-0.0135974258,-0.0136552714,0.0038976858,0.0010194179,1021,48
ECI,52,VNM,rents_mining,-0.0135974258,-0.0118970703,0.0035841207,0.0017490871,1021,48
ECI,54,ZAF,rents_mining,-0.0135974258,-0.0135317994,0.0039456892,0.0012683620,1021,48
ECI,55,ZMB,rents_mining,-0.0135974258,-0.0138491625,0.0040039117,0.0011631184,1021,48
ECI,1,AGO,rents_oil_gas,-0.0072542006,-0.0051434678,0.0058181691,0.3811770678,1023,48
ECI,2,ALB,rents_oil_gas,-0.0072542006,-0.0072055976,0.0057145571,0.2135612071,1021,48
ECI,3,ARE,rents_oil_gas,-0.0072542006,-0.0076894062,0.0059240791,0.2006240785,1021,48
ECI,4,ATG,rents_oil_gas,-0.0072542006,-0.0083492678,0.0056619234,0.1469783187,1023,48
ECI,5,AUS,rents_oil_gas,-0.0072542006,-0.0067080799,0.0058842436,0.2600597143,1024,48
ECI,6,BDI,rents_oil_gas,-0.0072542006,-0.0069107106,0.0058438354,0.2429298908,1021,48
ECI,7,BHR,rents_oil_gas,-0.0072542006,-0.0076609612,0.0057775136,0.1912493855,1027,48
ECI,8,BOL,rents_oil_gas,-0.0072542006,-0.0072682886,0.0059514451,0.2280767858,1021,48
ECI,9,BRN,rents_oil_gas,-0.0072542006,-0.0024618148,0.0043752538,0.5763352513,1023,48
ECI,10,CAF,rents_oil_gas,-0.0072542006,-0.0074001178,0.0058846790,0.2147770375,1023,48
ECI,11,CHL,rents_oil_gas,-0.0072542006,-0.0072430205,0.0058361175,0.2207394093,1021,48
ECI,12,CMR,rents_oil_gas,-0.0072542006,-0.0068667550,0.0057796882,0.2407694906,1024,48
ECI,13,COD,rents_oil_gas,-0.0072542006,-0.0073694633,0.0058280085,0.2122885585,1026,48
ECI,14,COG,rents_oil_gas,-0.0072542006,-0.0063283760,0.0058115222,0.2817342877,1023,48
ECI,15,COL,rents_oil_gas,-0.0072542006,-0.0073111500,0.0057465793,0.2095389664,1021,48
ECI,16,DZA,rents_oil_gas,-0.0072542006,-0.0066784951,0.0055923434,0.2383838296,1021,48
ECI,17,ECU,rents_oil_gas,-0.0072542006,-0.0072545256,0.0057180477,0.2107934207,1021,48
ECI,18,EGY,rents_oil_gas,-0.0072542006,-0.0076107550,0.0057843975,0.1946438402,1021,48
ECI,19,GAB,rents_oil_gas,-0.0072542006,-0.0074399281,0.0060161133,0.2223548889,1023,48
ECI,20,GHA,rents_oil_gas,-0.0072542006,-0.0066149668,0.0057838182,0.2585389614,1021,48
ECI,21,GIN,rents_oil_gas,-0.0072542006,-0.0076709096,0.0057919947,0.1917750835,1021,48
ECI,22,GMB,rents_oil_gas,-0.0072542006,-0.0071154968,0.0056890720,0.2172235250,1023,48
ECI,23,GUY,rents_oil_gas,-0.0072542006,-0.0081402976,0.0057850424,0.1659682095,1021,48
ECI,24,IDN,rents_oil_gas,-0.0072542006,-0.0071659461,0.0058481894,0.2265570462,1021,48
ECI,25,IND,rents_oil_gas,-0.0072542006,-0.0072318721,0.0057082931,0.2114310116,1021,48
ECI,26,IRN,rents_oil_gas,-0.0072542006,-0.0078209983,0.0058481912,0.1875492334,1026,48
ECI,27,IRQ,rents_oil_gas,-0.0072542006,-0.0092528993,0.0054344661,0.0952426791,1026,48
ECI,28,ISR,rents_oil_gas,-0.0072542006,-0.0073949420,0.0057492894,0.2046610862,1021,48
ECI,29,JAM,rents_oil_gas,-0.0072542006,-0.0066603441,0.0058233482,0.2585271895,1021,48
ECI,30,JOR,rents_oil_gas,-0.0072542006,-0.0071031973,0.0056582214,0.2155479789,1021,48
ECI,31,KWT,rents_oil_gas,-0.0072542006,-0.0066009839,0.0065021426,0.3152076602,1022,48
ECI,32,LBR,rents_oil_gas,-0.0072542006,-0.0069147293,0.0057557165,0.2356278449,1023,48
ECI,34,MNG,rents_oil_gas,-0.0072542006,-0.0076868716,0.0056785098,0.1823135018,1023,48
ECI,35,MRT,rents_oil_gas,-0.0072542006,-0.0075033917,0.0057813865,0.2006712556,1029,48
ECI,36,NGA,rents_oil_gas,-0.0072542006,-0.0074493326,0.0057642865,0.2025624514,1021,48
ECI,37,NOR,rents_oil_gas,-0.0072542006,-0.0076751704,0.0058837999,0.1984292567,1021,48
ECI,39,OMN,rents_oil_gas,-0.0072542006,-0.0081847170,0.0058349632,0.1672769487,1023,48
ECI,40,PER,rents_oil_gas,-0.0072542006,-0.0071639451,0.0058088074,0.2236001343,1021,48
ECI,42,QAT,rents_oil_gas,-0.0072542006,-0.0098875137,0.0059983274,0.1059447676,1021,48
ECI,43,RUS,rents_oil_gas,-0.0072542006,-0.0069650034,0.0056863851,0.2267329246,1024,48
ECI,44,SAU,rents_oil_gas,-0.0072542006,-0.0076978887,0.0060897050,0.2124338448,1025,48
ECI,46,SUR,rents_oil_gas,-0.0072542006,-0.0074828691,0.0058810031,0.2094972283,1028,48
ECI,47,SYC,rents_oil_gas,-0.0072542006,-0.0054964782,0.0058059534,0.3486353457,1024,48
ECI,48,SYR,rents_oil_gas,-0.0072542006,-0.0071565039,0.0057674884,0.2208246589,1031,48
ECI,49,TGO,rents_oil_gas,-0.0072542006,-0.0073570255,0.0057779304,0.2091742158,1021,48
ECI,50,TTO,rents_oil_gas,-0.0072542006,-0.0069647273,0.0058815917,0.2423051000,1021,48
ECI,52,VNM,rents_oil_gas,-0.0072542006,-0.0088069178,0.0053540966,0.1066646650,1021,48
ECI,54,ZAF,rents_oil_gas,-0.0072542006,-0.0073083108,0.0057405108,0.2092396617,1021,48
ECI,55,ZMB,rents_oil_gas,-0.0072542006,-0.0074045616,0.0057712016,0.2057762891,1021,48
