order,outcome,model,term,term_role,omitted_country_id,omitted_country_code,omitted_country_name,omitted_observations,coefficient,standard_error,t_statistic,p_value,ci_lower,ci_upper,reference_coefficient,reference_standard_error,reference_p_cluster,reference_p_bootstrap,absolute_coefficient_difference,relative_absolute_difference,deviation_in_reference_se,sign_match,significant_5,reference_significant_5,observations,reference_observations,countries,clusters
49,ECI,T1,t1_rents,rents,25,IND,India,22,-.0110313497221349,.003928734,-2.8078637,.0070493091,-.018918613,-.0031440873,-.010926716,.0039141327,.0073191952,.0080008004,.00010463415,.0095759928,.026732394,1,1,1,1126,1148,52,52
27,ECI,T1,t1_rents,rents,14,COG,Republic of the Congo,20,-.0099239124705428,.0037118287,-2.6735911,.010055746,-.017375719,-.0024721052,-.010926716,.0039141327,.0073191952,.0080008004,.0010028031,.091775343,.25620058,1,1,1,1128,1148,52,52
63,ECI,T1,t1_rents,rents,32,LBR,Liberia,20,-.0110950043252134,.0039352309,-2.8194036,.0068341889,-.018995309,-.0031946986,-.010926716,.0039141327,.0073191952,.0080008004,.00016828875,.015401586,.042995155,1,1,1,1128,1148,52,52
93,ECI,T1,t1_rents,rents,49,TGO,Togo,22,-.0108251089454976,.0039443867,-2.7444339,.008347637,-.018743796,-.0029064221,-.010926716,.0039141327,.0073191952,.0080008004,.00010160663,.0092989178,.025958911,1,1,1,1126,1148,52,52
103,ECI,T1,t1_rents,rents,54,ZAF,South Africa,22,-.0108669085853521,.0039334306,-2.7627048,.0079526957,-.0187636,-.0029702168,-.010926716,.0039141327,.0073191952,.0080008004,.000059806989,.0054734643,.015279754,1,1,1,1126,1148,52,52
97,ECI,T1,t1_rents,rents,51,VEN,Venezuela,16,-.0117698074438188,.0039693825,-2.965148,.0045923339,-.019738676,-.0038009391,-.010926716,.0039141327,.0073191952,.0080008004,.00084309187,.077158764,.21539684,1,1,1,1132,1148,52,52
15,ECI,T1,t1_rents,rents,8,BOL,Bolivia,22,-.010754883599574,.0039242813,-2.7405996,.0084327776,-.018633207,-.0028765604,-.010926716,.0039141327,.0073191952,.0080008004,.00017183197,.015725859,.043900393,1,1,1,1126,1148,52,52
45,ECI,T1,t1_rents,rents,23,GUY,Guyana,22,-.0112931262729846,.0039769928,-2.8396144,.0064719995,-.019277273,-.0033089798,-.010926716,.0039141327,.0073191952,.0080008004,.00036641071,.033533473,.093612224,1,1,1,1126,1148,52,52
81,ECI,T1,t1_rents,rents,42,QAT,Qatar,22,-.0121723506754541,.0041421279,-2.9386709,.0049403878,-.02048802,-.003856682,-.010926716,.0039141327,.0073191952,.0080008004,.0012456351,.11399904,.31824037,1,1,1,1126,1148,52,52
67,ECI,T1,t1_rents,rents,34,MNG,Mongolia,22,-.0098362152754165,.0039183036,-2.510325,.015275893,-.017702539,-.0019698925,-.010926716,.0039141327,.0073191952,.0080008004,.0010905003,.099801287,.27860585,1,1,1,1126,1148,52,52
65,ECI,T1,t1_rents,rents,33,LBY,Libya,22,-.0129444314682297,.0037780837,-3.4261897,.0012175117,-.020529252,-.0053596119,-.010926716,.0039141327,.0073191952,.0080008004,.0020177159,.18465896,.515495,1,1,1,1126,1148,52,52
17,ECI,T1,t1_rents,rents,9,BRN,Brunei,22,-.0095691418716663,.00374251,-2.5568781,.013580418,-.017082544,-.0020557398,-.010926716,.0039141327,.0073191952,.0080008004,.0013575737,.12424353,.34683895,1,1,1,1126,1148,52,52
1,ECI,T1,t1_rents,rents,1,AGO,Angola,22,-.0105979985880869,.0038839476,-2.7286665,.0087028956,-.018395349,-.0028006481,-.010926716,.0039141327,.0073191952,.0080008004,.000328717,.030083787,.083982073,1,1,1,1126,1148,52,52
23,ECI,T1,t1_rents,rents,12,CMR,Cameroon,22,-.0107210773772532,.0039325715,-2.7262259,.0087591186,-.018616043,-.0028261109,-.010926716,.0039141327,.0073191952,.0080008004,.00020563819,.018819762,.052537356,1,1,1,1126,1148,52,52
57,ECI,T1,t1_rents,rents,29,JAM,Jamaica,22,-.0107669657598909,.0039372309,-2.7346544,.0085663749,-.018671287,-.0028626451,-.010926716,.0039141327,.0073191952,.0080008004,.00015974982,.014620113,.040813588,1,1,1,1126,1148,52,52
69,ECI,T1,t1_rents,rents,35,MRT,Mauritania,22,-.0101584798707381,.0039017631,-2.6035614,.012053818,-.017991597,-.0023253635,-.010926716,.0039141327,.0073191952,.0080008004,.00076823571,.070308015,.19627225,1,1,1,1126,1148,52,52
87,ECI,T1,t1_rents,rents,46,SUR,Suriname,20,-.011868215295984,.0039141644,-3.0321198,.0038113613,-.019726228,-.0040102024,-.010926716,.0039141327,.0073191952,.0080008004,.00094149972,.086164936,.24053851,1,1,1,1128,1148,52,52
53,ECI,T1,t1_rents,rents,27,IRQ,Iraq,22,-.009557045471108,.0036300644,-2.6327481,.011180677,-.016844705,-.0022693868,-.010926716,.0039141327,.0073191952,.0080008004,.0013696701,.12535058,.34992939,1,1,1,1126,1148,52,52
77,ECI,T1,t1_rents,rents,40,PER,Peru,22,-.0107730764040052,.0039286888,-2.7421558,.0083981287,-.018660247,-.0028859046,-.010926716,.0039141327,.0073191952,.0080008004,.00015363916,.014060874,.039252415,1,1,1,1126,1148,52,52
13,ECI,T1,t1_rents,rents,7,BHR,Bahrain,22,-.0105836756863906,.0039217602,-2.6987057,.0094165495,-.018456938,-.0027104139,-.010926716,.0039141327,.0073191952,.0080008004,.00034303989,.031394601,.087641351,1,1,1,1126,1148,52,52
79,ECI,T1,t1_rents,rents,41,PNG,Papua New Guinea,22,-.0109370242594868,.003939318,-2.7763751,.0076685478,-.018845534,-.0030285136,-.010926716,.0039141327,.0073191952,.0080008004,.000010308686,.00094343867,.0026337088,1,1,1,1126,1148,52,52
105,ECI,T1,t1_rents,rents,55,ZMB,Zambia,22,-.0111210240416712,.0039432286,-2.8202839,.0068180296,-.019037386,-.0032046626,-.010926716,.0039141327,.0073191952,.0080008004,.00019430846,.01778288,.049642786,1,1,1,1126,1148,52,52
101,ECI,T1,t1_rents,rents,53,YEM,Yemen,18,-.0117062541506155,.004093878,-2.8594534,.0061338302,-.019925058,-.003487451,-.010926716,.0039141327,.0073191952,.0080008004,.00077953859,.071342446,.19915996,1,1,1,1130,1148,52,52
25,ECI,T1,t1_rents,rents,13,COD,Democratic Republic of the Congo,20,-.0107214793545809,.0039434414,-2.7188127,.0089319255,-.018638268,-.0028046898,-.010926716,.0039141327,.0073191952,.0080008004,.00020523623,.018782975,.052434657,1,1,1,1128,1148,52,52
3,ECI,T1,t1_rents,rents,2,ALB,Albania,22,-.0107800429223287,.0039404454,-2.7357421,.008541788,-.018690817,-.0028692684,-.010926716,.0039141327,.0073191952,.0080008004,.00014667265,.013423307,.03747258,1,1,1,1126,1148,52,52
99,ECI,T1,t1_rents,rents,52,VNM,Vietnam,22,-.0106272791504018,.0039246911,-2.7078001,.0091944346,-.018506425,-.0027481331,-.010926716,.0039141327,.0073191952,.0080008004,.00029943642,.027404064,.07650134,1,1,1,1126,1148,52,52
21,ECI,T1,t1_rents,rents,11,CHL,Chile,22,-.0111308439769012,.0040799435,-2.7281859,.0087139439,-.019321673,-.0029400156,-.010926716,.0039141327,.0073191952,.0080008004,.0002041284,.018681588,.052151628,1,1,1,1126,1148,52,52
61,ECI,T1,t1_rents,rents,31,KWT,Kuwait,22,-.0112017145837349,.0042893337,-2.6115279,.011809519,-.019812912,-.0025905177,-.010926716,.0039141327,.0073191952,.0080008004,.00027499901,.025167583,.070257962,1,1,1,1126,1148,52,52
31,ECI,T1,t1_rents,rents,16,DZA,Algeria,22,-.0108128685707783,.0039525195,-2.7356901,.0085429652,-.018747883,-.0028778543,-.010926716,.0039141327,.0073191952,.0080008004,.000113847,.010419142,.029086135,1,1,1,1126,1148,52,52
71,ECI,T1,t1_rents,rents,36,NGA,Nigeria,22,-.0107213384757928,.0039126682,-2.7401605,.0084425826,-.018576348,-.0028663294,-.010926716,.0039141327,.0073191952,.0080008004,.0002053771,.018795868,.052470651,1,1,1,1126,1148,52,52
95,ECI,T1,t1_rents,rents,50,TTO,Trinidad and Tobago,22,-.0108327024496305,.0039556236,-2.7385573,.0084784552,-.018773949,-.0028914562,-.010926716,.0039141327,.0073191952,.0080008004,.000094013121,.0086039696,.024018889,1,1,1,1126,1148,52,52
5,ECI,T1,t1_rents,rents,3,ARE,United Arab Emirates,22,-.0113106745716828,.00403101,-2.8059158,.0070862323,-.019403264,-.0032180846,-.010926716,.0039141327,.0073191952,.0080008004,.00038395901,.035139471,.098095544,1,1,1,1126,1148,52,52
89,ECI,T1,t1_rents,rents,47,SYC,Seychelles,22,-.0111353062001733,.0039123781,-2.8461733,.0063583343,-.018989732,-.0032808792,-.010926716,.0039141327,.0073191952,.0080008004,.00020859063,.019089965,.053291656,1,1,1,1126,1148,52,52
35,ECI,T1,t1_rents,rents,18,EGY,Egypt,22,-.0109838447252421,.0039285785,-2.7958827,.0072792657,-.018870795,-.0030968941,-.010926716,.0039141327,.0073191952,.0080008004,.000057129153,.0052283918,.014595608,1,1,1,1126,1148,52,52
29,ECI,T1,t1_rents,rents,15,COL,Colombia,22,-.0109407523370295,.0039220899,-2.7895212,.0074041598,-.018814676,-.0030668287,-.010926716,.0039141327,.0073191952,.0080008004,.000014036764,.0012846279,.0035861745,1,1,1,1126,1148,52,52
73,ECI,T1,t1_rents,rents,37,NOR,Norway,22,-.0113352757013598,.003974651,-2.8518922,.0062607378,-.019314719,-.0033558311,-.010926716,.0039141327,.0073191952,.0080008004,.00040856012,.037390936,.10438075,1,1,1,1126,1148,52,52
19,ECI,T1,t1_rents,rents,10,CAF,Central African Republic,22,-.0110478469147717,.0039364975,-2.8065171,.007074818,-.018950695,-.0031449988,-.010926716,.0039141327,.0073191952,.0080008004,.00012113134,.011085796,.030947171,1,1,1,1126,1148,52,52
33,ECI,T1,t1_rents,rents,17,ECU,Ecuador,22,-.0110149546851264,.0039346116,-2.7995024,.0072090696,-.018914018,-.0031158924,-.010926716,.0039141327,.0073191952,.0080008004,.00008823911,.0080755381,.022543719,1,1,1,1126,1148,52,52
41,ECI,T1,t1_rents,rents,21,GIN,Guinea,22,-.0106728528209536,.0039302502,-2.7155659,.0090085976,-.018563159,-.0027825464,-.010926716,.0039141327,.0073191952,.0080008004,.00025386276,.023233216,.064857982,1,1,1,1126,1148,52,52
7,ECI,T1,t1_rents,rents,4,ATG,Antigua and Barbuda,22,-.0107929200509474,.0039425981,-2.7375147,.0085018594,-.018708015,-.0028778245,-.010926716,.0039141327,.0073191952,.0080008004,.00013379552,.012244807,.034182671,1,1,1,1126,1148,52,52
51,ECI,T1,t1_rents,rents,26,IRN,Iran,22,-.0115222564485152,.0039627687,-2.9076281,.005379688,-.019477846,-.0035666667,-.010926716,.0039141327,.0073191952,.0080008004,.00059554086,.054503191,.15215142,1,1,1,1126,1148,52,52
9,ECI,T1,t1_rents,rents,5,AUS,Australia,22,-.0104160765446866,.0039162696,-2.6596935,.010426325,-.018278316,-.0025538374,-.010926716,.0039141327,.0073191952,.0080008004,.00051063905,.046733078,.13046032,1,1,1,1126,1148,52,52
47,ECI,T1,t1_rents,rents,24,IDN,Indonesia,22,-.0110662955944248,.003938911,-2.8094809,.0070187892,-.018973989,-.0031586017,-.010926716,.0039141327,.0073191952,.0080008004,.00013958002,.012774197,.03566052,1,1,1,1126,1148,52,52
55,ECI,T1,t1_rents,rents,28,ISR,Israel,22,-.0112170952279248,.0039310325,-2.8534732,.0062340046,-.019108972,-.0033252183,-.010926716,.0039141327,.0073191952,.0080008004,.00029037966,.0265752,.07418748,1,1,1,1126,1148,52,52
37,ECI,T1,t1_rents,rents,19,GAB,Gabon,22,-.0106880094726564,.0039910935,-2.6779652,.0099416357,-.018700464,-.0026755549,-.010926716,.0039141327,.0073191952,.0080008004,.0002387061,.021846099,.060985692,1,1,1,1126,1148,52,52
287,ECI,T2,t2_ma3_rents,rents,39,OMN,Oman,18,-.0090584023187978,.0058689401,-1.5434477,.12890509,-.020840792,.0027239867,-.0090960683,.0051629413,.083981149,.099009901,.000037666377,.0041409512,.0072955266,1,0,0,915,933,52,52
261,ECI,T2,t2_ma3_rents,rents,25,IND,India,18,-.0092314258123441,.0051764161,-1.7833624,.080478549,-.019623514,.0011606633,-.0090960683,.0051629413,.083981149,.099009901,.00013535711,.014880837,.026217055,1,0,0,915,933,52,52
239,ECI,T2,t2_ma3_rents,rents,14,COG,Republic of the Congo,15,-.0088818558507796,.0051934863,-1.7101915,.093308352,-.019308215,.0015445028,-.0090960683,.0051629413,.083981149,.099009901,.00021421285,.023550047,.041490465,1,0,0,918,933,52,52
263,ECI,T2,t2_ma3_rents,rents,26,IRN,Iran,18,-.0099855206075115,.0052294014,-1.9094959,.061831072,-.020483982,.00051294034,-.0090960683,.0051629413,.083981149,.099009901,.00088945188,.097784214,.1722762,1,0,0,915,933,52,52
311,ECI,T2,t2_ma3_rents,rents,52,VNM,Vietnam,18,-.0087743218062273,.0052070706,-1.6850784,.098083965,-.019227952,.0016793086,-.0090960683,.0051629413,.083981149,.099009901,.00032174689,.035372082,.062318526,1,0,0,915,933,52,52
247,ECI,T2,t2_ma3_rents,rents,18,EGY,Egypt,18,-.0091655303200397,.005187511,-1.7668455,.083237901,-.019579893,.0012488324,-.0090960683,.0051629413,.083981149,.099009901,.000069461625,.0076364446,.013453886,1,0,0,915,933,52,52
229,ECI,T2,t2_ma3_rents,rents,9,BRN,Brunei,18,-.0063922942030825,.004479541,-1.4269975,.15967463,-.015385348,.0026007597,-.0090960683,.0051629413,.083981149,.099009901,.0027037745,.29724649,.52368879,1,0,0,915,933,52,52
277,ECI,T2,t2_ma3_rents,rents,33,LBY,Libya,18,-.011621705733832,.0049906066,-2.328716,.023874996,-.021640766,-.001602645,-.0090960683,.0051629413,.083981149,.099009901,.0025256369,.27766249,.48918569,1,1,0,915,933,52,52
219,ECI,T2,t2_ma3_rents,rents,4,ATG,Antigua and Barbuda,18,-.0087326062808801,.0053654406,-1.6275655,.10978025,-.019504178,.0020389652,-.0090960683,.0051629413,.083981149,.099009901,.0003634624,.039958186,.070398323,1,0,0,915,933,52,52
301,ECI,T2,t2_ma3_rents,rents,47,SYC,Seychelles,18,-.0093075438664902,.0051770802,-1.7978365,.078123741,-.019700967,.0010858782,-.0090960683,.0051629413,.083981149,.099009901,.00021147517,.023249073,.040960211,1,0,0,915,933,52,52
275,ECI,T2,t2_ma3_rents,rents,32,LBR,Liberia,18,-.0092132017670026,.0052191438,-1.7652707,.083505057,-.019691071,.0012646668,-.0090960683,.0051629413,.083981149,.099009901,.00011713307,.012877329,.022687275,1,0,0,915,933,52,52
217,ECI,T2,t2_ma3_rents,rents,3,ARE,United Arab Emirates,18,-.0092618827249122,.005345603,-1.7326171,.089207724,-.019993627,.0014698626,-.0090960683,.0051629413,.083981149,.099009901,.00016581402,.018229198,.032116193,1,0,0,915,933,52,52
313,ECI,T2,t2_ma3_rents,rents,53,YEM,Yemen,13,-.0091876275299565,.0053896373,-1.7046839,.094338924,-.020007776,.0016325205,-.0090960683,.0051629413,.083981149,.099009901,.000091558832,.010065759,.017733851,1,0,0,920,933,52,52
285,ECI,T2,t2_ma3_rents,rents,37,NOR,Norway,18,-.0095278849253282,.0052384101,-1.8188505,.074807979,-.020044433,.00098866224,-.0090960683,.0051629413,.083981149,.099009901,.00043181624,.047472842,.08363764,1,0,0,915,933,52,52
291,ECI,T2,t2_ma3_rents,rents,41,PNG,Papua New Guinea,18,-.009031618001123,.0052237627,-1.7289488,.089868084,-.019518759,.001455523,-.0090960683,.0051629413,.083981149,.099009901,.000064450694,.0070855548,.012483329,1,0,0,915,933,52,52
279,ECI,T2,t2_ma3_rents,rents,34,MNG,Mongolia,18,-.008393748603879,.0052943542,-1.585415,.11905382,-.019022608,.0022351106,-.0090960683,.0051629413,.083981149,.099009901,.00070232007,.077211387,.136031,1,0,0,915,933,52,52
221,ECI,T2,t2_ma3_rents,rents,5,AUS,Australia,18,-.0086172610898404,.0052152239,-1.6523281,.104612,-.019087259,.0018527374,-.0090960683,.0051629413,.083981149,.099009901,.0004788076,.052638963,.092739306,1,0,0,915,933,52,52
317,ECI,T2,t2_ma3_rents,rents,55,ZMB,Zambia,18,-.0092936698952216,.0052082683,-1.7844068,.080306657,-.019749705,.0011623654,-.0090960683,.0051629413,.083981149,.099009901,.0001976012,.021723803,.038272988,1,0,0,915,933,52,52
309,ECI,T2,t2_ma3_rents,rents,51,VEN,Venezuela,11,-.0097804010271558,.0052486272,-1.8634208,.068165764,-.020317459,.00075665768,-.0090960683,.0051629413,.083981149,.099009901,.00068433234,.075233854,.13254699,1,0,0,922,933,52,52
307,ECI,T2,t2_ma3_rents,rents,50,TTO,Trinidad and Tobago,18,-.0088118365079684,.005172336,-1.7036474,.094533913,-.019195734,.0015720609,-.0090960683,.0051629413,.083981149,.099009901,.0002842322,.031247806,.055052377,1,0,0,915,933,52,52
259,ECI,T2,t2_ma3_rents,rents,24,IDN,Indonesia,18,-.0091856155492856,.0051992596,-1.766716,.083259836,-.019623565,.0012523341,-.0090960683,.0051629413,.083981149,.099009901,.000089546855,.0098445667,.017344154,1,0,0,915,933,52,52
283,ECI,T2,t2_ma3_rents,rents,36,NGA,Nigeria,18,-.0087845372713736,.0051622316,-1.7016938,.094902344,-.01914815,.001579075,-.0090960683,.0051629413,.083981149,.099009901,.00031153142,.034249019,.060339913,1,0,0,915,933,52,52
281,ECI,T2,t2_ma3_rents,rents,35,MRT,Mauritania,18,-.007228133202065,.0048423121,-1.4927028,.14167584,-.01694948,.0024932141,-.0090960683,.0051629413,.083981149,.099009901,.0018679355,.20535636,.36179677,1,0,0,915,933,52,52
271,ECI,T2,t2_ma3_rents,rents,30,JOR,Jordan,18,-.0088448519161058,.005185076,-1.7058288,.094123907,-.019254327,.0015646222,-.0090960683,.0051629413,.083981149,.099009901,.00025121678,.027618172,.048657686,1,0,0,915,933,52,52
213,ECI,T2,t2_ma3_rents,rents,1,AGO,Angola,18,-.0093297504270995,.0051519615,-1.8109123,.076046363,-.019672744,.0010132438,-.0090960683,.0051629413,.083981149,.099009901,.00023368173,.02569041,.045261357,1,0,0,915,933,52,52
267,ECI,T2,t2_ma3_rents,rents,28,ISR,Israel,18,-.009394015167154,.0051955264,-1.8080969,.076489702,-.019824469,.0010364397,-.0090960683,.0051629413,.083981149,.099009901,.00029794648,.03275552,.057708669,1,0,0,915,933,52,52
231,ECI,T2,t2_ma3_rents,rents,10,CAF,Central African Republic,18,-.0093737319376459,.0052404786,-1.7887168,.07960061,-.019894432,.0011469676,-.0090960683,.0051629413,.083981149,.099009901,.00027766323,.030525632,.053780049,1,0,0,915,933,52,52
225,ECI,T2,t2_ma3_rents,rents,7,BHR,Bahrain,18,-.0087453627973849,.0051696603,-1.6916707,.096811287,-.01912389,.0016331638,-.0090960683,.0051629413,.083981149,.099009901,.0003507059,.038555767,.067927539,1,0,0,915,933,52,52
245,ECI,T2,t2_ma3_rents,rents,17,ECU,Ecuador,18,-.0092426074344462,.0051791035,-1.7845961,.08027555,-.019640092,.0011548764,-.0090960683,.0051629413,.083981149,.099009901,.00014653873,.016110118,.028382801,1,0,0,915,933,52,52
297,ECI,T2,t2_ma3_rents,rents,44,SAU,Saudi Arabia,18,-.0094170349694585,.0056333975,-1.671644,.10072014,-.020726552,.0018924827,-.0090960683,.0051629413,.083981149,.099009901,.00032096627,.035286263,.062167328,1,0,0,915,933,52,52
289,ECI,T2,t2_ma3_rents,rents,40,PER,Peru,18,-.0090017047743606,.0051733432,-1.7400169,.087887846,-.019387625,.0013842147,-.0090960683,.0051629413,.083981149,.099009901,.000094363924,.010374144,.018277163,1,0,0,915,933,52,52
249,ECI,T2,t2_ma3_rents,rents,19,GAB,Gabon,18,-.0087144576690324,.0052223667,-1.6686798,.10130954,-.019198796,.0017698806,-.0090960683,.0051629413,.083981149,.099009901,.00038161103,.041953404,.073913492,1,0,0,915,933,52,52
215,ECI,T2,t2_ma3_rents,rents,2,ALB,Albania,18,-.0087327037145647,.0051401909,-1.6989065,.095430046,-.019052068,.00158666,-.0090960683,.0051629413,.083981149,.099009901,.00036336499,.039947476,.070379451,1,0,0,915,933,52,52
227,ECI,T2,t2_ma3_rents,rents,8,BOL,Bolivia,18,-.0090549102219537,.0051721102,-1.7507188,.086007752,-.019438354,.0013285339,-.0090960683,.0051629413,.083981149,.099009901,.000041158473,.0045248638,.0079719042,1,0,0,915,933,52,52
223,ECI,T2,t2_ma3_rents,rents,6,BDI,Burundi,18,-.0085499641537658,.0051921844,-1.6466988,.10576911,-.01897371,.0018737813,-.0090960683,.0051629413,.083981149,.099009901,.00054610457,.060037427,.10577392,1,0,0,915,933,52,52
233,ECI,T2,t2_ma3_rents,rents,11,CHL,Chile,18,-.0095087960951898,.0053421282,-1.7799641,.081039943,-.020233566,.0012159735,-.0090960683,.0051629413,.083981149,.099009901,.00041272739,.045374263,.079940364,1,0,0,915,933,52,52
265,ECI,T2,t2_ma3_rents,rents,27,IRQ,Iraq,18,-.0082970001497663,.0049389759,-1.6799029,.099092729,-.018212408,.0016184081,-.0090960683,.0051629413,.083981149,.099009901,.00079906854,.08784768,.15477002,1,0,0,915,933,52,52
237,ECI,T2,t2_ma3_rents,rents,13,COD,Democratic Republic of the Congo,14,-.0087426797246657,.0051725712,-1.6902,.097094014,-.01912705,.00164169,-.0090960683,.0051629413,.083981149,.099009901,.00035338898,.038850736,.068447217,1,0,0,919,933,52,52
315,ECI,T2,t2_ma3_rents,rents,54,ZAF,South Africa,18,-.0089933429915994,.0051944857,-1.731325,.089439861,-.019421708,.0014350221,-.0090960683,.0051629413,.083981149,.099009901,.0001027257,.011293418,.01989674,1,0,0,915,933,52,52
269,ECI,T2,t2_ma3_rents,rents,29,JAM,Jamaica,18,-.0089239377804801,.0051765502,-1.7239161,.090780661,-.019316295,.0014684204,-.0090960683,.0051629413,.083981149,.099009901,.00017213091,.018923661,.033339698,1,0,0,915,933,52,52
273,ECI,T2,t2_ma3_rents,rents,31,KWT,Kuwait,17,-.0092576228080875,.005504034,-1.6819705,.098688707,-.020307433,.0017921868,-.0090960683,.0051629413,.083981149,.099009901,.00016155411,.017760873,.031291101,1,0,0,916,933,52,52
305,ECI,T2,t2_ma3_rents,rents,49,TGO,Togo,18,-.0087527250732044,.0051337904,-1.7049245,.094293699,-.019059239,.0015537891,-.0090960683,.0051629413,.083981149,.099009901,.00034334362,.037746374,.06650155,1,0,0,915,933,52,52
303,ECI,T2,t2_ma3_rents,rents,48,SYR,Syria,17,-.0092790823416101,.0052669924,-1.761742,.084106289,-.019853011,.0012948465,-.0090960683,.0051629413,.083981149,.099009901,.00018301365,.020120082,.035447553,1,0,0,916,933,52,52
241,ECI,T2,t2_ma3_rents,rents,15,COL,Colombia,18,-.0090960751700145,.0051746368,-1.7578191,.084778927,-.019484593,.0012924416,-.0090960683,.0051629413,.083981149,.099009901,6.4747425e-09,7.1181768e-07,1.2540802e-06,1,0,0,915,933,52,52
257,ECI,T2,t2_ma3_rents,rents,23,GUY,Guyana,18,-.0097381945868141,.0052360115,-1.8598497,.068678916,-.020249927,.00077353732,-.0090960683,.0051629413,.083981149,.099009901,.0006421259,.070593782,.12437211,1,0,0,915,933,52,52
253,ECI,T2,t2_ma3_rents,rents,21,GIN,Guinea,18,-.0089257216530274,.0051683858,-1.7269844,.090223372,-.019301688,.0014502457,-.0090960683,.0051629413,.083981149,.099009901,.00017034705,.018727547,.032994185,1,0,0,915,933,52,52
235,ECI,T2,t2_ma3_rents,rents,12,CMR,Cameroon,18,-.0089920707456265,.0051918393,-1.7319624,.089325279,-.019415123,.0014309817,-.0090960683,.0051629413,.083981149,.099009901,.00010399795,.011433286,.020143159,1,0,0,915,933,52,52
243,ECI,T2,t2_ma3_rents,rents,16,DZA,Algeria,18,-.0095439235990624,.0052325833,-1.823941,.0740228,-.020048773,.00096092594,-.0090960683,.0051629413,.083981149,.099009901,.00044785489,.049236096,.086744137,1,0,0,915,933,52,52
293,ECI,T2,t2_ma3_rents,rents,42,QAT,Qatar,18,-.0119119145543076,.0050615035,-2.3534338,.022493655,-.022073308,-.0017505218,-.0090960683,.0051629413,.083981149,.099009901,.0028158459,.30956736,.54539567,1,1,0,915,933,52,52
251,ECI,T2,t2_ma3_rents,rents,20,GHA,Ghana,18,-.0093545135782159,.0052562412,-1.7796963,.081084304,-.019906858,.0011978312,-.0090960683,.0051629413,.083981149,.099009901,.0002584449,.028412811,.050057683,1,0,0,915,933,52,52
299,ECI,T2,t2_ma3_rents,rents,46,SUR,Suriname,18,-.0101024864317437,.0052395286,-1.9281288,.059415553,-.020621279,.00041630625,-.0090960683,.0051629413,.083981149,.099009901,.0010064178,.11064316,.19493107,1,0,0,915,933,52,52
295,ECI,T2,t2_ma3_rents,rents,43,RUS,Russian Federation,18,-.0088717319271207,.0051646694,-1.7177734,.091904856,-.019240238,.0014967744,-.0090960683,.0051629413,.083981149,.099009901,.00022433676,.024663046,.04345135,1,0,0,915,933,52,52
255,ECI,T2,t2_ma3_rents,rents,22,GMB,The Gambia,18,-.0082823766390297,.0051475046,-1.6090081,.11378808,-.018616423,.0020516703,-.0090960683,.0051629413,.083981149,.099009901,.00081369205,.089455359,.15760241,1,0,0,915,933,52,52
256,ECI,T2,t2_ma3_rents_x_inst,interaction,22,GMB,The Gambia,18,-.008633269707409,.0032734615,-2.6373518,.011048356,-.015205018,-.0020615216,-.0088510616,.0032580355,.0089331223,.02090209,.00021779176,.024606287,.06684757,1,1,1,915,933,52,52
266,ECI,T2,t2_ma3_rents_x_inst,interaction,27,IRQ,Iraq,18,-.0066117960534396,.0029489954,-2.2420502,.02933545,-.012532151,-.0006914406,-.0088510616,.0032580355,.0089331223,.02090209,.0022392655,.252994,.68730539,1,1,1,915,933,52,52
294,ECI,T2,t2_ma3_rents_x_inst,interaction,42,QAT,Qatar,18,-.0106862705108948,.0032988845,-3.2393587,.0021106612,-.017309058,-.0040634833,-.0088510616,.0032580355,.0089331223,.02090209,.0018352091,.20734338,.56328702,1,1,1,915,933,52,52
242,ECI,T2,t2_ma3_rents_x_inst,interaction,15,COL,Colombia,18,-.008846567837127,.003262355,-2.7117121,.0091003822,-.015396019,-.0022971169,-.0088510616,.0032580355,.0089331223,.02090209,4.4936282e-06,.00050769368,.0013792447,1,1,1,915,933,52,52
306,ECI,T2,t2_ma3_rents_x_inst,interaction,49,TGO,Togo,18,-.0088580955156066,.0032847312,-2.696749,.0094649745,-.015452469,-.0022637225,-.0088510616,.0032580355,.0089331223,.02090209,7.0340502e-06,.00079471263,.0021589852,1,1,1,915,933,52,52
296,ECI,T2,t2_ma3_rents_x_inst,interaction,43,RUS,Russian Federation,18,-.0085759626502036,.0032789004,-2.6154995,.011689418,-.01515863,-.0019932953,-.0088510616,.0032580355,.0089331223,.02090209,.00027509881,.031080885,.08443702,1,1,1,915,933,52,52
280,ECI,T2,t2_ma3_rents_x_inst,interaction,34,MNG,Mongolia,18,-.0087222521463344,.0032473118,-2.6859915,.0097353263,-.015241503,-.0022030014,-.0088510616,.0032580355,.0089331223,.02090209,.00012880932,.01455298,.039535884,1,1,1,915,933,52,52
312,ECI,T2,t2_ma3_rents_x_inst,interaction,52,VNM,Vietnam,18,-.0086378609817472,.0032424713,-2.6639745,.01031086,-.015147394,-.0021283282,-.0088510616,.0032580355,.0089331223,.02090209,.00021320049,.024087561,.065438353,1,1,1,915,933,52,52
300,ECI,T2,t2_ma3_rents_x_inst,interaction,46,SUR,Suriname,18,-.0092587536157671,.0033015702,-2.8043487,.00711607,-.015886933,-.0026305751,-.0088510616,.0032580355,.0089331223,.02090209,.00040769216,.046061385,.12513435,1,1,1,915,933,52,52
