order,outcome,model,term,term_role,omitted_country_id,omitted_country_code,omitted_country_name,omitted_observations,coefficient,standard_error,t_statistic,p_value,ci_lower,ci_upper,reference_coefficient,reference_standard_error,reference_p_cluster,reference_p_bootstrap,absolute_coefficient_difference,relative_absolute_difference,deviation_in_reference_se,sign_match,significant_5,reference_significant_5,observations,reference_observations,countries,clusters
224,ECI,T2,t2_ma3_rents_x_inst,interaction,6,BDI,Burundi,18,-.0086900197792085,.0032656449,-2.6610425,.010389811,-.015246076,-.0021339643,-.0088510616,.0032580355,.0089331223,.02090209,.00016104168,.018194618,.049429078,1,1,1,915,933,52,52
282,ECI,T2,t2_ma3_rents_x_inst,interaction,35,MRT,Mauritania,18,-.0091762387335262,.0030774823,-2.9817357,.0043860753,-.015354542,-.0029979351,-.0088510616,.0032580355,.0089331223,.02090209,.00032517727,.036738787,.099807777,1,1,1,915,933,52,52
272,ECI,T2,t2_ma3_rents_x_inst,interaction,30,JOR,Jordan,18,-.008801826548671,.0032603864,-2.6996269,.009393828,-.015347325,-.0022563278,-.0088510616,.0032580355,.0089331223,.02090209,.000049234917,.0055626002,.015111841,1,1,1,915,933,52,52
274,ECI,T2,t2_ma3_rents_x_inst,interaction,31,KWT,Kuwait,17,-.0091877323978125,.0035303403,-2.6025062,.012086523,-.016275186,-.0021002784,-.0088510616,.0032580355,.0089331223,.02090209,.00033667093,.038037352,.10333556,1,1,1,916,933,52,52
216,ECI,T2,t2_ma3_rents_x_inst,interaction,2,ALB,Albania,18,-.0089838830565565,.0032610828,-2.7548773,.0081197377,-.01553078,-.0024369862,-.0088510616,.0032580355,.0089331223,.02090209,.00013282159,.01500629,.040767387,1,1,1,915,933,52,52
264,ECI,T2,t2_ma3_rents_x_inst,interaction,26,IRN,Iran,18,-.0093600289009302,.0032443735,-2.8850036,.005722438,-.01587338,-.0028466776,-.0088510616,.0032580355,.0089331223,.02090209,.00050896744,.057503548,.15621912,1,1,1,915,933,52,52
316,ECI,T2,t2_ma3_rents_x_inst,interaction,54,ZAF,South Africa,18,-.008814557904152,.0032667792,-2.698241,.0094280271,-.015372891,-.0022562249,-.0088510616,.0032580355,.0089331223,.02090209,.000036503559,.0041242014,.011204163,1,1,1,915,933,52,52
244,ECI,T2,t2_ma3_rents_x_inst,interaction,16,DZA,Algeria,18,-.0088022768397433,.003329973,-2.6433477,.010878168,-.015487476,-.0021170771,-.0088510616,.0032580355,.0089331223,.02090209,.000048784626,.0055117258,.014973632,1,1,1,915,933,52,52
278,ECI,T2,t2_ma3_rents_x_inst,interaction,33,LBY,Libya,18,-.008087377902764,.0037066552,-2.1818533,.033753183,-.015528799,-.00064595696,-.0088510616,.0032580355,.0089331223,.02090209,.00076368358,.086281583,.23440002,1,1,1,915,933,52,52
228,ECI,T2,t2_ma3_rents_x_inst,interaction,8,BOL,Bolivia,18,-.0088364851601063,.0032683611,-2.703644,.009295336,-.015397994,-.0022749763,-.0088510616,.0032580355,.0089331223,.02090209,.000014576305,.0016468426,.0044739554,1,1,1,915,933,52,52
288,ECI,T2,t2_ma3_rents_x_inst,interaction,39,OMN,Oman,18,-.0088568540959287,.0037491817,-2.3623433,.022013575,-.01638365,-.0013300577,-.0088510616,.0032580355,.0089331223,.02090209,5.7926309e-06,.00065445603,.001777952,1,1,1,915,933,52,52
214,ECI,T2,t2_ma3_rents_x_inst,interaction,1,AGO,Angola,18,-.0095564936323874,.0032679716,-2.924289,.005139587,-.016117221,-.0029957669,-.0088510616,.0032580355,.0089331223,.02090209,.00070543215,.079700291,.21652071,1,1,1,915,933,52,52
232,ECI,T2,t2_ma3_rents_x_inst,interaction,10,CAF,Central African Republic,18,-.0088992848444343,.0032696032,-2.7218242,.0088613536,-.015463287,-.0023352823,-.0088510616,.0032580355,.0089331223,.02090209,.000048223381,.0054483158,.014801367,1,1,1,915,933,52,52
252,ECI,T2,t2_ma3_rents_x_inst,interaction,20,GHA,Ghana,18,-.0089180660734006,.0032807095,-2.7183347,.0089431787,-.015504365,-.002331767,-.0088510616,.0032580355,.0089331223,.02090209,.000067004607,.0075702341,.020565953,1,1,1,915,933,52,52
262,ECI,T2,t2_ma3_rents_x_inst,interaction,25,IND,India,18,-.0088379460451234,.0032592325,-2.7116649,.0091015156,-.015381129,-.0022947639,-.0088510616,.0032580355,.0089331223,.02090209,.00001311542,.0014817907,.0040255608,1,1,1,915,933,52,52
236,ECI,T2,t2_ma3_rents_x_inst,interaction,12,CMR,Cameroon,18,-.0087092039072605,.0032652558,-2.6672349,.010223713,-.015264479,-.0021539293,-.0088510616,.0032580355,.0089331223,.02090209,.00014185756,.01602718,.043540828,1,1,1,915,933,52,52
314,ECI,T2,t2_ma3_rents_x_inst,interaction,53,YEM,Yemen,13,-.0086433516128278,.0033471107,-2.5823321,.012727517,-.015362957,-.0019237463,-.0088510616,.0032580355,.0089331223,.02090209,.00020770985,.023467226,.063753098,1,1,1,920,933,52,52
254,ECI,T2,t2_ma3_rents_x_inst,interaction,21,GIN,Guinea,18,-.0086881022993391,.0032584555,-2.6663253,.010247954,-.015229724,-.0021464799,-.0088510616,.0032580355,.0089331223,.02090209,.00016295917,.018411256,.050017614,1,1,1,915,933,52,52
246,ECI,T2,t2_ma3_rents_x_inst,interaction,17,ECU,Ecuador,18,-.0086899604042983,.003303885,-2.6302249,.011253812,-.015322786,-.0020571346,-.0088510616,.0032580355,.0089331223,.02090209,.00016110107,.018201327,.049447302,1,1,1,915,933,52,52
308,ECI,T2,t2_ma3_rents_x_inst,interaction,50,TTO,Trinidad and Tobago,18,-.0086491675699657,.0032677085,-2.6468604,.010779588,-.015209366,-.0020889691,-.0088510616,.0032580355,.0089331223,.02090209,.0002018939,.022810133,.061967984,1,1,1,915,933,52,52
230,ECI,T2,t2_ma3_rents_x_inst,interaction,9,BRN,Brunei,18,-.0072492276447861,.0027744467,-2.6128552,.011769256,-.012819162,-.0016792933,-.0088510616,.0032580355,.0089331223,.02090209,.0016018339,.18097647,.49165633,1,1,1,915,933,52,52
234,ECI,T2,t2_ma3_rents_x_inst,interaction,11,CHL,Chile,18,-.009365431898798,.0034229911,-2.7360375,.0085351244,-.016237373,-.0024934905,-.0088510616,.0032580355,.0089331223,.02090209,.00051437045,.058113981,.15787748,1,1,1,915,933,52,52
238,ECI,T2,t2_ma3_rents_x_inst,interaction,13,COD,Democratic Republic of the Congo,14,-.0084786983063211,.0032587738,-2.6018064,.012108255,-.01502096,-.0019364369,-.0088510616,.0032580355,.0089331223,.02090209,.00037236317,.042069886,.1142907,1,1,1,919,933,52,52
318,ECI,T2,t2_ma3_rents_x_inst,interaction,55,ZMB,Zambia,18,-.0088091756157731,.0032700622,-2.6938863,.0095362375,-.015374099,-.0022442518,-.0088510616,.0032580355,.0089331223,.02090209,.000041885851,.0047322968,.012856168,1,1,1,915,933,52,52
276,ECI,T2,t2_ma3_rents_x_inst,interaction,32,LBR,Liberia,18,-.0091372754679825,.0032874418,-2.7794485,.0076059676,-.01573709,-.0025374608,-.0088510616,.0032580355,.0089331223,.02090209,.000286214,.032336686,.087848641,1,1,1,915,933,52,52
240,ECI,T2,t2_ma3_rents_x_inst,interaction,14,COG,Republic of the Congo,15,-.0094519466183879,.0032128885,-2.9418843,.0048968731,-.015902089,-.0030018035,-.0088510616,.0032580355,.0089331223,.02090209,.00060088513,.067888483,.18443173,1,1,1,918,933,52,52
310,ECI,T2,t2_ma3_rents_x_inst,interaction,51,VEN,Venezuela,11,-.0089480404794803,.0033314885,-2.6858988,.00973769,-.015636282,-.0022597983,-.0088510616,.0032580355,.0089331223,.02090209,.000096979013,.010956767,.029766101,1,1,1,922,933,52,52
302,ECI,T2,t2_ma3_rents_x_inst,interaction,47,SYC,Seychelles,18,-.0087281978980353,.0032470617,-2.6880295,.009683568,-.015246946,-.0022094497,-.0088510616,.0032580355,.0089331223,.02090209,.00012286357,.013881224,.037710935,1,1,1,915,933,52,52
292,ECI,T2,t2_ma3_rents_x_inst,interaction,41,PNG,Papua New Guinea,18,-.0089106573848659,.0032386209,-2.751374,.0081955427,-.01541246,-.0024088544,-.0088510616,.0032580355,.0089331223,.02090209,.000059595921,.0067331945,.01829198,1,1,1,915,933,52,52
226,ECI,T2,t2_ma3_rents_x_inst,interaction,7,BHR,Bahrain,18,-.0084324128045624,.003266956,-2.5811222,.012766926,-.014991101,-.001873725,-.0088510616,.0032580355,.0089331223,.02090209,.00041864865,.047299262,.12849727,1,1,1,915,933,52,52
248,ECI,T2,t2_ma3_rents_x_inst,interaction,18,EGY,Egypt,18,-.0088859666848254,.0032691217,-2.7181511,.0089475028,-.015449002,-.0023229308,-.0088510616,.0032580355,.0089331223,.02090209,.000034905221,.0039436198,.010713578,1,1,1,915,933,52,52
284,ECI,T2,t2_ma3_rents_x_inst,interaction,36,NGA,Nigeria,18,-.0089660185280772,.0032331492,-2.7731533,.0077346601,-.015456837,-.0024752007,-.0088510616,.0032580355,.0089331223,.02090209,.00011495706,.012987941,.035284165,1,1,1,915,933,52,52
258,ECI,T2,t2_ma3_rents_x_inst,interaction,23,GUY,Guyana,18,-.009053283100014,.0032702922,-2.7683408,.0078343926,-.015618669,-.0024878979,-.0088510616,.0032580355,.0089331223,.02090209,.00020222164,.022847163,.062068578,1,1,1,915,933,52,52
218,ECI,T2,t2_ma3_rents_x_inst,interaction,3,ARE,United Arab Emirates,18,-.009018357084072,.0034572377,-2.6085441,.011900484,-.015959052,-.0020776626,-.0088510616,.0032580355,.0089331223,.02090209,.00016729561,.018901194,.051348619,1,1,1,915,933,52,52
220,ECI,T2,t2_ma3_rents_x_inst,interaction,4,ATG,Antigua and Barbuda,18,-.0085751330307145,.0033661879,-2.5474315,.013909956,-.015333037,-.0018172291,-.0088510616,.0032580355,.0089331223,.02090209,.00027592844,.031174615,.084691659,1,1,1,915,933,52,52
260,ECI,T2,t2_ma3_rents_x_inst,interaction,24,IDN,Indonesia,18,-.0089004577540735,.0032848767,-2.7095256,.0091528418,-.015495123,-.0023057926,-.0088510616,.0032580355,.0089331223,.02090209,.000049396287,.0055808323,.015161372,1,1,1,915,933,52,52
268,ECI,T2,t2_ma3_rents_x_inst,interaction,28,ISR,Israel,18,-.0089149205917091,.0032563405,-2.7377114,.0084974403,-.015452297,-.0023775441,-.0088510616,.0032580355,.0089331223,.02090209,.00006385913,.0072148549,.019600501,1,1,1,915,933,52,52
290,ECI,T2,t2_ma3_rents_x_inst,interaction,40,PER,Peru,18,-.0088351986219518,.0032702719,-2.7016709,.0093435915,-.015400544,-.0022698538,-.0088510616,.0032580355,.0089331223,.02090209,.000015862843,.0017921968,.0048688371,1,1,1,915,933,52,52
298,ECI,T2,t2_ma3_rents_x_inst,interaction,44,SAU,Saudi Arabia,18,-.0088784425462121,.0033867441,-2.6215274,.011509272,-.015677614,-.0020792701,-.0088510616,.0032580355,.0089331223,.02090209,.00002738108,.0030935365,.0084041692,1,1,1,915,933,52,52
250,ECI,T2,t2_ma3_rents_x_inst,interaction,19,GAB,Gabon,18,-.0090732043028155,.0031683363,-2.8637125,.0060634022,-.015433905,-.0027125038,-.0088510616,.0032580355,.0089331223,.02090209,.00022214284,.025097875,.068183064,1,1,1,915,933,52,52
304,ECI,T2,t2_ma3_rents_x_inst,interaction,48,SYR,Syria,17,-.0088294592534628,.0033559932,-2.6309526,.011232673,-.015566897,-.0020920218,-.0088510616,.0032580355,.0089331223,.02090209,.000021602213,.0024406351,.0066304407,1,1,1,916,933,52,52
222,ECI,T2,t2_ma3_rents_x_inst,interaction,5,AUS,Australia,18,-.0086806872133788,.0033205512,-2.6142309,.011727664,-.015346972,-.0020144025,-.0088510616,.0032580355,.0089331223,.02090209,.00017037425,.019249018,.052293554,1,1,1,915,933,52,52
270,ECI,T2,t2_ma3_rents_x_inst,interaction,29,JAM,Jamaica,18,-.0088591068132687,.0032628567,-2.7151382,.0090187425,-.015409565,-.0023086485,-.0088510616,.0032580355,.0089331223,.02090209,8.0453483e-06,.00090896984,.0024693862,1,1,1,915,933,52,52
286,ECI,T2,t2_ma3_rents_x_inst,interaction,37,NOR,Norway,18,-.0095790217414817,.003301848,-2.9011092,.0054764347,-.016207758,-.0029502853,-.0088510616,.0032580355,.0089331223,.02090209,.00072796026,.082245536,.22343534,1,1,1,915,933,52,52
