package_id,script,stata_version,execution_date,execution_time,source_data,eci_observations,divx_observations,countries,first_year,last_year,focal_rows,joint_test_rows,marginal_effect_rows,stability_rows,temporal_extension_files,temporal_design_rows,temporal_inventory_rows,temporal_unit_root_rows,temporal_error_test_rows,temporal_post2014_rows,figure_files,final_export_files,indexed_files,bootstrap_replications,output_scope,control_status,temporal_control_status
resource_disaggregation_19_24,08_twfe_resource_disaggregated_full.do,17,10 Aug 2026,19:46:22,01_sample/master_panel_estimation_sample.dta,1044,1044,49,1996,2021,12,14,20,8,5,12,2,4,6,8,8,12,59,9999,07_resource_disaggregation,Control J validado,Bloques 1-5 validados
