model,variable,horizon,beta,se,t_stat,p_val,ci_low,ci_high
ECI,govcons,4,-.0022541836676677,.0044059217980505,-.511625891468413,.6112586415006238,-.0111128831742023,.0066045158388669
ECI,fin,4,-.0020368833629434,.0021565360093473,-.9445162770826562,.3496361830149683,-.0063728896194053,.0022991228935185
ECI,rents,5,-.0120838932783114,.0041755079138386,-2.893993623688889,.0057061169455892,-.0204793146206103,-.0036884719360125
ECI,inst,5,.1698910664850196,.098755792750743,1.720314948145069,.0918169870037385,-.0286707629363596,.3684528959063987
ECI,rents_x_inst,5,-.0072855155091268,.0035491006031374,-2.052777963714642,.0455669619407252,-.0144214605401,-.0001495704781536
ECI,log_oilpc,5,.0330929201872407,.0276391899678345,1.197318742906469,.2370619761896663,-.0224793958346664,.0886652362091478
ECI,log_gaspc,5,.014445988896134,.0389899587430308,.3705053650182722,.7126360210039099,-.0639485773509386,.0928405551432066
ECI,log_coalpc,5,.0045192273787907,.0238604718199639,.1894022638315765,.8505761891719563,-.0434554665957423,.0524939213533237
ECI,hhi,5,.2604056271705684,.2482303069217134,1.049048484046289,.299409245384482,-.2386948558219598,.7595061101630967
ECI,pexp,5,-.002238760409111,.0014076423576922,-1.590432681197091,.1183028153514515,-.0050690150597911,.0005914942415691
ECI,fexp,5,-.0056074431259512,.0015665789873267,-3.5794193406871,.0008001075995683,-.008757261288434,-.0024576249634684
ECI,vol,5,.0057824158421211,.0031443331536743,1.838995920443124,.0721061246780345,-.0005396896862067,.0121045213704489
ECI,rer,5,.0059845900209553,.0918940825273129,.0651248682871016,.948345062091469,-.1787808463284498,.1907500263703604
ECI,humcap,5,-.080600209800737,.2039048428453462,-.3952834502409003,.6943849982964956,-.490578374073497,.329377954472023
ECI,innov,5,-.0209285674963313,.0385899552454873,-.5423319971012064,.5900989862870092,-.0985188728080717,.0566617378154091
ECI,net,5,-.0000490215425548,.001772372338947,-.0276587156533512,.9780490277418332,-.0036126149706934,.0035145718855838
ECI,log_gdppc,5,-.1638106555381771,.1543216268068685,-1.061488651510809,.2937796950779475,-.4740950822491825,.1464737711728283
ECI,govcons,5,-.0040827808721488,.0040502470448785,-1.00803255379482,.3184935253629481,-.0122263483575463,.0040607866132487
