order,outcome,model,sample_variable,country_id,country_iso3_code,country,sample_observations,first_year,last_year,calendar_span,internal_gaps,excluded
427,eci,common_t0_t3,sample_common_t0_t3_eci,42,QAT,Qatar,18,2004,2021,18,0,0
428,eci,common_t0_t3,sample_common_t0_t3_eci,43,RUS,Russian Federation,18,2004,2021,18,0,0
429,eci,common_t0_t3,sample_common_t0_t3_eci,44,SAU,Saudi Arabia,18,2004,2021,18,0,0
430,eci,common_t0_t3,sample_common_t0_t3_eci,45,SLE,Sierra Leone,0,,,0,0,1
431,eci,common_t0_t3,sample_common_t0_t3_eci,46,SUR,Suriname,18,2004,2021,18,0,0
432,eci,common_t0_t3,sample_common_t0_t3_eci,47,SYC,Seychelles,18,2004,2021,18,0,0
433,eci,common_t0_t3,sample_common_t0_t3_eci,48,SYR,Syria,17,2004,2020,17,0,0
434,eci,common_t0_t3,sample_common_t0_t3_eci,49,TGO,Togo,18,2004,2021,18,0,0
435,eci,common_t0_t3,sample_common_t0_t3_eci,50,TTO,Trinidad and Tobago,18,2004,2021,18,0,0
436,eci,common_t0_t3,sample_common_t0_t3_eci,51,VEN,Venezuela,11,2004,2014,11,0,0
437,eci,common_t0_t3,sample_common_t0_t3_eci,52,VNM,Vietnam,18,2004,2021,18,0,0
438,eci,common_t0_t3,sample_common_t0_t3_eci,53,YEM,Yemen,13,2004,2016,13,0,0
439,eci,common_t0_t3,sample_common_t0_t3_eci,54,ZAF,South Africa,18,2004,2021,18,0,0
440,eci,common_t0_t3,sample_common_t0_t3_eci,55,ZMB,Zambia,18,2004,2021,18,0,0
1,eci,t0,sample_t0_eci,1,AGO,Angola,23,1996,2021,26,3,0
2,eci,t0,sample_t0_eci,2,ALB,Albania,23,1996,2021,26,3,0
3,eci,t0,sample_t0_eci,3,ARE,United Arab Emirates,23,1996,2021,26,3,0
4,eci,t0,sample_t0_eci,4,ATG,Antigua and Barbuda,23,1996,2021,26,3,0
5,eci,t0,sample_t0_eci,5,AUS,Australia,23,1996,2021,26,3,0
6,eci,t0,sample_t0_eci,6,BDI,Burundi,23,1996,2021,26,3,0
7,eci,t0,sample_t0_eci,7,BHR,Bahrain,23,1996,2021,26,3,0
8,eci,t0,sample_t0_eci,8,BOL,Bolivia,23,1996,2021,26,3,0
9,eci,t0,sample_t0_eci,9,BRN,Brunei,23,1996,2021,26,3,0
10,eci,t0,sample_t0_eci,10,CAF,Central African Republic,23,1996,2021,26,3,0
11,eci,t0,sample_t0_eci,11,CHL,Chile,23,1996,2021,26,3,0
12,eci,t0,sample_t0_eci,12,CMR,Cameroon,23,1996,2021,26,3,0
13,eci,t0,sample_t0_eci,13,COD,Democratic Republic of the Congo,21,1996,2021,26,5,0
14,eci,t0,sample_t0_eci,14,COG,Republic of the Congo,21,1996,2021,26,5,0
15,eci,t0,sample_t0_eci,15,COL,Colombia,23,1996,2021,26,3,0
16,eci,t0,sample_t0_eci,16,DZA,Algeria,23,1996,2021,26,3,0
17,eci,t0,sample_t0_eci,17,ECU,Ecuador,23,1996,2021,26,3,0
18,eci,t0,sample_t0_eci,18,EGY,Egypt,23,1996,2021,26,3,0
19,eci,t0,sample_t0_eci,19,GAB,Gabon,23,1996,2021,26,3,0
20,eci,t0,sample_t0_eci,20,GHA,Ghana,23,1996,2021,26,3,0
21,eci,t0,sample_t0_eci,21,GIN,Guinea,23,1996,2021,26,3,0
22,eci,t0,sample_t0_eci,22,GMB,The Gambia,23,1996,2021,26,3,0
23,eci,t0,sample_t0_eci,23,GUY,Guyana,23,1996,2021,26,3,0
24,eci,t0,sample_t0_eci,24,IDN,Indonesia,23,1996,2021,26,3,0
25,eci,t0,sample_t0_eci,25,IND,India,23,1996,2021,26,3,0
26,eci,t0,sample_t0_eci,26,IRN,Iran,23,1996,2021,26,3,0
27,eci,t0,sample_t0_eci,27,IRQ,Iraq,23,1996,2021,26,3,0
28,eci,t0,sample_t0_eci,28,ISR,Israel,23,1996,2021,26,3,0
29,eci,t0,sample_t0_eci,29,JAM,Jamaica,23,1996,2021,26,3,0
30,eci,t0,sample_t0_eci,30,JOR,Jordan,23,1996,2021,26,3,0
31,eci,t0,sample_t0_eci,31,KWT,Kuwait,22,1996,2020,25,3,0
32,eci,t0,sample_t0_eci,32,LBR,Liberia,21,2000,2021,22,1,0
33,eci,t0,sample_t0_eci,33,LBY,Libya,23,1996,2021,26,3,0
34,eci,t0,sample_t0_eci,34,MNG,Mongolia,23,1996,2021,26,3,0
35,eci,t0,sample_t0_eci,35,MRT,Mauritania,23,1996,2021,26,3,0
36,eci,t0,sample_t0_eci,36,NGA,Nigeria,23,1996,2021,26,3,0
37,eci,t0,sample_t0_eci,37,NOR,Norway,23,1996,2021,26,3,0
38,eci,t0,sample_t0_eci,38,NRU,Nauru,0,,,0,0,1
39,eci,t0,sample_t0_eci,39,OMN,Oman,23,1996,2021,26,3,0
40,eci,t0,sample_t0_eci,40,PER,Peru,23,1996,2021,26,3,0
41,eci,t0,sample_t0_eci,41,PNG,Papua New Guinea,23,1996,2021,26,3,0
42,eci,t0,sample_t0_eci,42,QAT,Qatar,23,1996,2021,26,3,0
43,eci,t0,sample_t0_eci,43,RUS,Russian Federation,23,1996,2021,26,3,0
44,eci,t0,sample_t0_eci,44,SAU,Saudi Arabia,23,1996,2021,26,3,0
45,eci,t0,sample_t0_eci,45,SLE,Sierra Leone,0,,,0,0,1
46,eci,t0,sample_t0_eci,46,SUR,Suriname,21,2000,2021,22,1,0
47,eci,t0,sample_t0_eci,47,SYC,Seychelles,23,1996,2021,26,3,0
48,eci,t0,sample_t0_eci,48,SYR,Syria,22,1996,2020,25,3,0
49,eci,t0,sample_t0_eci,49,TGO,Togo,23,1996,2021,26,3,0
50,eci,t0,sample_t0_eci,50,TTO,Trinidad and Tobago,23,1996,2021,26,3,0
51,eci,t0,sample_t0_eci,51,VEN,Venezuela,16,1996,2014,19,3,0
52,eci,t0,sample_t0_eci,52,VNM,Vietnam,23,1996,2021,26,3,0
53,eci,t0,sample_t0_eci,53,YEM,Yemen,18,1996,2016,21,3,0
54,eci,t0,sample_t0_eci,54,ZAF,South Africa,23,1996,2021,26,3,0
55,eci,t0,sample_t0_eci,55,ZMB,Zambia,23,1996,2021,26,3,0
56,eci,t1,sample_t1_eci,1,AGO,Angola,22,1997,2021,25,3,0
57,eci,t1,sample_t1_eci,2,ALB,Albania,22,1997,2021,25,3,0
58,eci,t1,sample_t1_eci,3,ARE,United Arab Emirates,22,1997,2021,25,3,0
59,eci,t1,sample_t1_eci,4,ATG,Antigua and Barbuda,22,1997,2021,25,3,0
60,eci,t1,sample_t1_eci,5,AUS,Australia,22,1997,2021,25,3,0
61,eci,t1,sample_t1_eci,6,BDI,Burundi,22,1997,2021,25,3,0
62,eci,t1,sample_t1_eci,7,BHR,Bahrain,22,1997,2021,25,3,0
63,eci,t1,sample_t1_eci,8,BOL,Bolivia,22,1997,2021,25,3,0
64,eci,t1,sample_t1_eci,9,BRN,Brunei,22,1997,2021,25,3,0
65,eci,t1,sample_t1_eci,10,CAF,Central African Republic,22,1997,2021,25,3,0
66,eci,t1,sample_t1_eci,11,CHL,Chile,22,1997,2021,25,3,0
67,eci,t1,sample_t1_eci,12,CMR,Cameroon,22,1997,2021,25,3,0
68,eci,t1,sample_t1_eci,13,COD,Democratic Republic of the Congo,20,1997,2021,25,5,0
69,eci,t1,sample_t1_eci,14,COG,Republic of the Congo,20,1997,2021,25,5,0
70,eci,t1,sample_t1_eci,15,COL,Colombia,22,1997,2021,25,3,0
71,eci,t1,sample_t1_eci,16,DZA,Algeria,22,1997,2021,25,3,0
72,eci,t1,sample_t1_eci,17,ECU,Ecuador,22,1997,2021,25,3,0
73,eci,t1,sample_t1_eci,18,EGY,Egypt,22,1997,2021,25,3,0
74,eci,t1,sample_t1_eci,19,GAB,Gabon,22,1997,2021,25,3,0
75,eci,t1,sample_t1_eci,20,GHA,Ghana,22,1997,2021,25,3,0
76,eci,t1,sample_t1_eci,21,GIN,Guinea,22,1997,2021,25,3,0
77,eci,t1,sample_t1_eci,22,GMB,The Gambia,22,1997,2021,25,3,0
78,eci,t1,sample_t1_eci,23,GUY,Guyana,22,1997,2021,25,3,0
79,eci,t1,sample_t1_eci,24,IDN,Indonesia,22,1997,2021,25,3,0
80,eci,t1,sample_t1_eci,25,IND,India,22,1997,2021,25,3,0
81,eci,t1,sample_t1_eci,26,IRN,Iran,22,1997,2021,25,3,0
82,eci,t1,sample_t1_eci,27,IRQ,Iraq,22,1997,2021,25,3,0
83,eci,t1,sample_t1_eci,28,ISR,Israel,22,1997,2021,25,3,0
84,eci,t1,sample_t1_eci,29,JAM,Jamaica,22,1997,2021,25,3,0
85,eci,t1,sample_t1_eci,30,JOR,Jordan,22,1997,2021,25,3,0
86,eci,t1,sample_t1_eci,31,KWT,Kuwait,22,1997,2021,25,3,0
87,eci,t1,sample_t1_eci,32,LBR,Liberia,20,2001,2021,21,1,0
88,eci,t1,sample_t1_eci,33,LBY,Libya,22,1997,2021,25,3,0
89,eci,t1,sample_t1_eci,34,MNG,Mongolia,22,1997,2021,25,3,0
90,eci,t1,sample_t1_eci,35,MRT,Mauritania,22,1997,2021,25,3,0
91,eci,t1,sample_t1_eci,36,NGA,Nigeria,22,1997,2021,25,3,0
92,eci,t1,sample_t1_eci,37,NOR,Norway,22,1997,2021,25,3,0
93,eci,t1,sample_t1_eci,38,NRU,Nauru,0,,,0,0,1
94,eci,t1,sample_t1_eci,39,OMN,Oman,22,1997,2021,25,3,0
95,eci,t1,sample_t1_eci,40,PER,Peru,22,1997,2021,25,3,0
96,eci,t1,sample_t1_eci,41,PNG,Papua New Guinea,22,1997,2021,25,3,0
97,eci,t1,sample_t1_eci,42,QAT,Qatar,22,1997,2021,25,3,0
98,eci,t1,sample_t1_eci,43,RUS,Russian Federation,22,1997,2021,25,3,0
99,eci,t1,sample_t1_eci,44,SAU,Saudi Arabia,22,1997,2021,25,3,0
100,eci,t1,sample_t1_eci,45,SLE,Sierra Leone,0,,,0,0,1
101,eci,t1,sample_t1_eci,46,SUR,Suriname,20,2001,2021,21,1,0
102,eci,t1,sample_t1_eci,47,SYC,Seychelles,22,1997,2021,25,3,0
103,eci,t1,sample_t1_eci,48,SYR,Syria,22,1997,2021,25,3,0
104,eci,t1,sample_t1_eci,49,TGO,Togo,22,1997,2021,25,3,0
105,eci,t1,sample_t1_eci,50,TTO,Trinidad and Tobago,22,1997,2021,25,3,0
106,eci,t1,sample_t1_eci,51,VEN,Venezuela,16,1997,2015,19,3,0
107,eci,t1,sample_t1_eci,52,VNM,Vietnam,22,1997,2021,25,3,0
108,eci,t1,sample_t1_eci,53,YEM,Yemen,18,1997,2017,21,3,0
109,eci,t1,sample_t1_eci,54,ZAF,South Africa,22,1997,2021,25,3,0
110,eci,t1,sample_t1_eci,55,ZMB,Zambia,22,1997,2021,25,3,0
111,eci,t2,sample_t2_eci,1,AGO,Angola,18,2004,2021,18,0,0
112,eci,t2,sample_t2_eci,2,ALB,Albania,18,2004,2021,18,0,0
113,eci,t2,sample_t2_eci,3,ARE,United Arab Emirates,18,2004,2021,18,0,0
114,eci,t2,sample_t2_eci,4,ATG,Antigua and Barbuda,18,2004,2021,18,0,0
115,eci,t2,sample_t2_eci,5,AUS,Australia,18,2004,2021,18,0,0
116,eci,t2,sample_t2_eci,6,BDI,Burundi,18,2004,2021,18,0,0
117,eci,t2,sample_t2_eci,7,BHR,Bahrain,18,2004,2021,18,0,0
118,eci,t2,sample_t2_eci,8,BOL,Bolivia,18,2004,2021,18,0,0
119,eci,t2,sample_t2_eci,9,BRN,Brunei,18,2004,2021,18,0,0
120,eci,t2,sample_t2_eci,10,CAF,Central African Republic,18,2004,2021,18,0,0
121,eci,t2,sample_t2_eci,11,CHL,Chile,18,2004,2021,18,0,0
122,eci,t2,sample_t2_eci,12,CMR,Cameroon,18,2004,2021,18,0,0
123,eci,t2,sample_t2_eci,13,COD,Democratic Republic of the Congo,14,2004,2021,18,4,0
124,eci,t2,sample_t2_eci,14,COG,Republic of the Congo,15,2007,2021,15,0,0
125,eci,t2,sample_t2_eci,15,COL,Colombia,18,2004,2021,18,0,0
126,eci,t2,sample_t2_eci,16,DZA,Algeria,18,2004,2021,18,0,0
127,eci,t2,sample_t2_eci,17,ECU,Ecuador,18,2004,2021,18,0,0
128,eci,t2,sample_t2_eci,18,EGY,Egypt,18,2004,2021,18,0,0
129,eci,t2,sample_t2_eci,19,GAB,Gabon,18,2004,2021,18,0,0
130,eci,t2,sample_t2_eci,20,GHA,Ghana,18,2004,2021,18,0,0
131,eci,t2,sample_t2_eci,21,GIN,Guinea,18,2004,2021,18,0,0
132,eci,t2,sample_t2_eci,22,GMB,The Gambia,18,2004,2021,18,0,0
133,eci,t2,sample_t2_eci,23,GUY,Guyana,18,2004,2021,18,0,0
134,eci,t2,sample_t2_eci,24,IDN,Indonesia,18,2004,2021,18,0,0
135,eci,t2,sample_t2_eci,25,IND,India,18,2004,2021,18,0,0
136,eci,t2,sample_t2_eci,26,IRN,Iran,18,2004,2021,18,0,0
137,eci,t2,sample_t2_eci,27,IRQ,Iraq,18,2004,2021,18,0,0
138,eci,t2,sample_t2_eci,28,ISR,Israel,18,2004,2021,18,0,0
139,eci,t2,sample_t2_eci,29,JAM,Jamaica,18,2004,2021,18,0,0
140,eci,t2,sample_t2_eci,30,JOR,Jordan,18,2004,2021,18,0,0
141,eci,t2,sample_t2_eci,31,KWT,Kuwait,17,2004,2020,17,0,0
142,eci,t2,sample_t2_eci,32,LBR,Liberia,18,2004,2021,18,0,0
143,eci,t2,sample_t2_eci,33,LBY,Libya,18,2004,2021,18,0,0
144,eci,t2,sample_t2_eci,34,MNG,Mongolia,18,2004,2021,18,0,0
145,eci,t2,sample_t2_eci,35,MRT,Mauritania,18,2004,2021,18,0,0
146,eci,t2,sample_t2_eci,36,NGA,Nigeria,18,2004,2021,18,0,0
147,eci,t2,sample_t2_eci,37,NOR,Norway,18,2004,2021,18,0,0
148,eci,t2,sample_t2_eci,38,NRU,Nauru,0,,,0,0,1
149,eci,t2,sample_t2_eci,39,OMN,Oman,18,2004,2021,18,0,0
150,eci,t2,sample_t2_eci,40,PER,Peru,18,2004,2021,18,0,0
151,eci,t2,sample_t2_eci,41,PNG,Papua New Guinea,18,2004,2021,18,0,0
152,eci,t2,sample_t2_eci,42,QAT,Qatar,18,2004,2021,18,0,0
153,eci,t2,sample_t2_eci,43,RUS,Russian Federation,18,2004,2021,18,0,0
154,eci,t2,sample_t2_eci,44,SAU,Saudi Arabia,18,2004,2021,18,0,0
155,eci,t2,sample_t2_eci,45,SLE,Sierra Leone,0,,,0,0,1
156,eci,t2,sample_t2_eci,46,SUR,Suriname,18,2004,2021,18,0,0
157,eci,t2,sample_t2_eci,47,SYC,Seychelles,18,2004,2021,18,0,0
158,eci,t2,sample_t2_eci,48,SYR,Syria,17,2004,2020,17,0,0
159,eci,t2,sample_t2_eci,49,TGO,Togo,18,2004,2021,18,0,0
160,eci,t2,sample_t2_eci,50,TTO,Trinidad and Tobago,18,2004,2021,18,0,0
161,eci,t2,sample_t2_eci,51,VEN,Venezuela,11,2004,2014,11,0,0
162,eci,t2,sample_t2_eci,52,VNM,Vietnam,18,2004,2021,18,0,0
163,eci,t2,sample_t2_eci,53,YEM,Yemen,13,2004,2016,13,0,0
164,eci,t2,sample_t2_eci,54,ZAF,South Africa,18,2004,2021,18,0,0
165,eci,t2,sample_t2_eci,55,ZMB,Zambia,18,2004,2021,18,0,0
166,eci,t3,sample_t3_eci,1,AGO,Angola,22,1998,2021,24,2,0
167,eci,t3,sample_t3_eci,2,ALB,Albania,22,1998,2021,24,2,0
168,eci,t3,sample_t3_eci,3,ARE,United Arab Emirates,22,1998,2021,24,2,0
169,eci,t3,sample_t3_eci,4,ATG,Antigua and Barbuda,22,1998,2021,24,2,0
170,eci,t3,sample_t3_eci,5,AUS,Australia,22,1998,2021,24,2,0
171,eci,t3,sample_t3_eci,6,BDI,Burundi,22,1998,2021,24,2,0
172,eci,t3,sample_t3_eci,7,BHR,Bahrain,22,1998,2021,24,2,0
173,eci,t3,sample_t3_eci,8,BOL,Bolivia,22,1998,2021,24,2,0
174,eci,t3,sample_t3_eci,9,BRN,Brunei,22,1998,2021,24,2,0
175,eci,t3,sample_t3_eci,10,CAF,Central African Republic,22,1998,2021,24,2,0
176,eci,t3,sample_t3_eci,11,CHL,Chile,22,1998,2021,24,2,0
177,eci,t3,sample_t3_eci,12,CMR,Cameroon,22,1998,2021,24,2,0
178,eci,t3,sample_t3_eci,13,COD,Democratic Republic of the Congo,18,1998,2021,24,6,0
179,eci,t3,sample_t3_eci,14,COG,Republic of the Congo,18,1998,2021,24,6,0
180,eci,t3,sample_t3_eci,15,COL,Colombia,22,1998,2021,24,2,0
181,eci,t3,sample_t3_eci,16,DZA,Algeria,22,1998,2021,24,2,0
182,eci,t3,sample_t3_eci,17,ECU,Ecuador,22,1998,2021,24,2,0
183,eci,t3,sample_t3_eci,18,EGY,Egypt,22,1998,2021,24,2,0
184,eci,t3,sample_t3_eci,19,GAB,Gabon,22,1998,2021,24,2,0
185,eci,t3,sample_t3_eci,20,GHA,Ghana,22,1998,2021,24,2,0
186,eci,t3,sample_t3_eci,21,GIN,Guinea,22,1998,2021,24,2,0
187,eci,t3,sample_t3_eci,22,GMB,The Gambia,22,1998,2021,24,2,0
188,eci,t3,sample_t3_eci,23,GUY,Guyana,22,1998,2021,24,2,0
189,eci,t3,sample_t3_eci,24,IDN,Indonesia,22,1998,2021,24,2,0
190,eci,t3,sample_t3_eci,25,IND,India,22,1998,2021,24,2,0
191,eci,t3,sample_t3_eci,26,IRN,Iran,22,1998,2021,24,2,0
192,eci,t3,sample_t3_eci,27,IRQ,Iraq,22,1998,2021,24,2,0
193,eci,t3,sample_t3_eci,28,ISR,Israel,22,1998,2021,24,2,0
194,eci,t3,sample_t3_eci,29,JAM,Jamaica,22,1998,2021,24,2,0
195,eci,t3,sample_t3_eci,30,JOR,Jordan,22,1998,2021,24,2,0
196,eci,t3,sample_t3_eci,31,KWT,Kuwait,21,1998,2020,23,2,0
197,eci,t3,sample_t3_eci,32,LBR,Liberia,20,2002,2021,20,0,0
198,eci,t3,sample_t3_eci,33,LBY,Libya,22,1998,2021,24,2,0
199,eci,t3,sample_t3_eci,34,MNG,Mongolia,22,1998,2021,24,2,0
200,eci,t3,sample_t3_eci,35,MRT,Mauritania,22,1998,2021,24,2,0
201,eci,t3,sample_t3_eci,36,NGA,Nigeria,22,1998,2021,24,2,0
202,eci,t3,sample_t3_eci,37,NOR,Norway,22,1998,2021,24,2,0
203,eci,t3,sample_t3_eci,38,NRU,Nauru,0,,,0,0,1
204,eci,t3,sample_t3_eci,39,OMN,Oman,22,1998,2021,24,2,0
205,eci,t3,sample_t3_eci,40,PER,Peru,22,1998,2021,24,2,0
206,eci,t3,sample_t3_eci,41,PNG,Papua New Guinea,22,1998,2021,24,2,0
207,eci,t3,sample_t3_eci,42,QAT,Qatar,22,1998,2021,24,2,0
208,eci,t3,sample_t3_eci,43,RUS,Russian Federation,22,1998,2021,24,2,0
209,eci,t3,sample_t3_eci,44,SAU,Saudi Arabia,22,1998,2021,24,2,0
210,eci,t3,sample_t3_eci,45,SLE,Sierra Leone,0,,,0,0,1
211,eci,t3,sample_t3_eci,46,SUR,Suriname,20,2002,2021,20,0,0
212,eci,t3,sample_t3_eci,47,SYC,Seychelles,22,1998,2021,24,2,0
213,eci,t3,sample_t3_eci,48,SYR,Syria,21,1998,2020,23,2,0
214,eci,t3,sample_t3_eci,49,TGO,Togo,22,1998,2021,24,2,0
215,eci,t3,sample_t3_eci,50,TTO,Trinidad and Tobago,22,1998,2021,24,2,0
216,eci,t3,sample_t3_eci,51,VEN,Venezuela,15,1998,2014,17,2,0
217,eci,t3,sample_t3_eci,52,VNM,Vietnam,22,1998,2021,24,2,0
218,eci,t3,sample_t3_eci,53,YEM,Yemen,17,1998,2016,19,2,0
219,eci,t3,sample_t3_eci,54,ZAF,South Africa,22,1998,2021,24,2,0
220,eci,t3,sample_t3_eci,55,ZMB,Zambia,22,1998,2021,24,2,0
221,eci,t3_expanded,sample_t3_expanded_eci,1,AGO,Angola,18,2004,2021,18,0,0
222,eci,t3_expanded,sample_t3_expanded_eci,2,ALB,Albania,18,2004,2021,18,0,0
223,eci,t3_expanded,sample_t3_expanded_eci,3,ARE,United Arab Emirates,18,2004,2021,18,0,0
224,eci,t3_expanded,sample_t3_expanded_eci,4,ATG,Antigua and Barbuda,18,2004,2021,18,0,0
225,eci,t3_expanded,sample_t3_expanded_eci,5,AUS,Australia,18,2004,2021,18,0,0
226,eci,t3_expanded,sample_t3_expanded_eci,6,BDI,Burundi,18,2004,2021,18,0,0
227,eci,t3_expanded,sample_t3_expanded_eci,7,BHR,Bahrain,18,2004,2021,18,0,0
228,eci,t3_expanded,sample_t3_expanded_eci,8,BOL,Bolivia,18,2004,2021,18,0,0
229,eci,t3_expanded,sample_t3_expanded_eci,9,BRN,Brunei,18,2004,2021,18,0,0
230,eci,t3_expanded,sample_t3_expanded_eci,10,CAF,Central African Republic,18,2004,2021,18,0,0
231,eci,t3_expanded,sample_t3_expanded_eci,11,CHL,Chile,18,2004,2021,18,0,0
232,eci,t3_expanded,sample_t3_expanded_eci,12,CMR,Cameroon,18,2004,2021,18,0,0
233,eci,t3_expanded,sample_t3_expanded_eci,13,COD,Democratic Republic of the Congo,14,2004,2021,18,4,0
234,eci,t3_expanded,sample_t3_expanded_eci,14,COG,Republic of the Congo,15,2007,2021,15,0,0
235,eci,t3_expanded,sample_t3_expanded_eci,15,COL,Colombia,18,2004,2021,18,0,0
236,eci,t3_expanded,sample_t3_expanded_eci,16,DZA,Algeria,18,2004,2021,18,0,0
237,eci,t3_expanded,sample_t3_expanded_eci,17,ECU,Ecuador,18,2004,2021,18,0,0
238,eci,t3_expanded,sample_t3_expanded_eci,18,EGY,Egypt,18,2004,2021,18,0,0
239,eci,t3_expanded,sample_t3_expanded_eci,19,GAB,Gabon,18,2004,2021,18,0,0
240,eci,t3_expanded,sample_t3_expanded_eci,20,GHA,Ghana,18,2004,2021,18,0,0
241,eci,t3_expanded,sample_t3_expanded_eci,21,GIN,Guinea,18,2004,2021,18,0,0
242,eci,t3_expanded,sample_t3_expanded_eci,22,GMB,The Gambia,18,2004,2021,18,0,0
243,eci,t3_expanded,sample_t3_expanded_eci,23,GUY,Guyana,18,2004,2021,18,0,0
244,eci,t3_expanded,sample_t3_expanded_eci,24,IDN,Indonesia,18,2004,2021,18,0,0
245,eci,t3_expanded,sample_t3_expanded_eci,25,IND,India,18,2004,2021,18,0,0
246,eci,t3_expanded,sample_t3_expanded_eci,26,IRN,Iran,18,2004,2021,18,0,0
247,eci,t3_expanded,sample_t3_expanded_eci,27,IRQ,Iraq,18,2004,2021,18,0,0
248,eci,t3_expanded,sample_t3_expanded_eci,28,ISR,Israel,18,2004,2021,18,0,0
249,eci,t3_expanded,sample_t3_expanded_eci,29,JAM,Jamaica,18,2004,2021,18,0,0
250,eci,t3_expanded,sample_t3_expanded_eci,30,JOR,Jordan,18,2004,2021,18,0,0
251,eci,t3_expanded,sample_t3_expanded_eci,31,KWT,Kuwait,17,2004,2020,17,0,0
252,eci,t3_expanded,sample_t3_expanded_eci,32,LBR,Liberia,18,2004,2021,18,0,0
253,eci,t3_expanded,sample_t3_expanded_eci,33,LBY,Libya,18,2004,2021,18,0,0
254,eci,t3_expanded,sample_t3_expanded_eci,34,MNG,Mongolia,18,2004,2021,18,0,0
255,eci,t3_expanded,sample_t3_expanded_eci,35,MRT,Mauritania,18,2004,2021,18,0,0
256,eci,t3_expanded,sample_t3_expanded_eci,36,NGA,Nigeria,18,2004,2021,18,0,0
257,eci,t3_expanded,sample_t3_expanded_eci,37,NOR,Norway,18,2004,2021,18,0,0
258,eci,t3_expanded,sample_t3_expanded_eci,38,NRU,Nauru,0,,,0,0,1
259,eci,t3_expanded,sample_t3_expanded_eci,39,OMN,Oman,18,2004,2021,18,0,0
260,eci,t3_expanded,sample_t3_expanded_eci,40,PER,Peru,18,2004,2021,18,0,0
261,eci,t3_expanded,sample_t3_expanded_eci,41,PNG,Papua New Guinea,18,2004,2021,18,0,0
262,eci,t3_expanded,sample_t3_expanded_eci,42,QAT,Qatar,18,2004,2021,18,0,0
263,eci,t3_expanded,sample_t3_expanded_eci,43,RUS,Russian Federation,18,2004,2021,18,0,0
264,eci,t3_expanded,sample_t3_expanded_eci,44,SAU,Saudi Arabia,18,2004,2021,18,0,0
265,eci,t3_expanded,sample_t3_expanded_eci,45,SLE,Sierra Leone,0,,,0,0,1
266,eci,t3_expanded,sample_t3_expanded_eci,46,SUR,Suriname,18,2004,2021,18,0,0
267,eci,t3_expanded,sample_t3_expanded_eci,47,SYC,Seychelles,18,2004,2021,18,0,0
268,eci,t3_expanded,sample_t3_expanded_eci,48,SYR,Syria,17,2004,2020,17,0,0
269,eci,t3_expanded,sample_t3_expanded_eci,49,TGO,Togo,18,2004,2021,18,0,0
270,eci,t3_expanded,sample_t3_expanded_eci,50,TTO,Trinidad and Tobago,18,2004,2021,18,0,0
271,eci,t3_expanded,sample_t3_expanded_eci,51,VEN,Venezuela,11,2004,2014,11,0,0
272,eci,t3_expanded,sample_t3_expanded_eci,52,VNM,Vietnam,18,2004,2021,18,0,0
273,eci,t3_expanded,sample_t3_expanded_eci,53,YEM,Yemen,13,2004,2016,13,0,0
274,eci,t3_expanded,sample_t3_expanded_eci,54,ZAF,South Africa,18,2004,2021,18,0,0
275,eci,t3_expanded,sample_t3_expanded_eci,55,ZMB,Zambia,18,2004,2021,18,0,0
276,eci,t4,sample_t4_eci,1,AGO,Angola,22,1996,2020,25,3,0
277,eci,t4,sample_t4_eci,2,ALB,Albania,22,1996,2020,25,3,0
278,eci,t4,sample_t4_eci,3,ARE,United Arab Emirates,22,1996,2020,25,3,0
279,eci,t4,sample_t4_eci,4,ATG,Antigua and Barbuda,22,1996,2020,25,3,0
280,eci,t4,sample_t4_eci,5,AUS,Australia,22,1996,2020,25,3,0
281,eci,t4,sample_t4_eci,6,BDI,Burundi,22,1996,2020,25,3,0
282,eci,t4,sample_t4_eci,7,BHR,Bahrain,22,1996,2020,25,3,0
283,eci,t4,sample_t4_eci,8,BOL,Bolivia,22,1996,2020,25,3,0
284,eci,t4,sample_t4_eci,9,BRN,Brunei,22,1996,2020,25,3,0
285,eci,t4,sample_t4_eci,10,CAF,Central African Republic,22,1996,2020,25,3,0
286,eci,t4,sample_t4_eci,11,CHL,Chile,22,1996,2020,25,3,0
287,eci,t4,sample_t4_eci,12,CMR,Cameroon,22,1996,2020,25,3,0
288,eci,t4,sample_t4_eci,13,COD,Democratic Republic of the Congo,19,1996,2020,25,6,0
289,eci,t4,sample_t4_eci,14,COG,Republic of the Congo,19,1996,2020,25,6,0
290,eci,t4,sample_t4_eci,15,COL,Colombia,22,1996,2020,25,3,0
291,eci,t4,sample_t4_eci,16,DZA,Algeria,22,1996,2020,25,3,0
292,eci,t4,sample_t4_eci,17,ECU,Ecuador,22,1996,2020,25,3,0
293,eci,t4,sample_t4_eci,18,EGY,Egypt,22,1996,2020,25,3,0
294,eci,t4,sample_t4_eci,19,GAB,Gabon,22,1996,2020,25,3,0
295,eci,t4,sample_t4_eci,20,GHA,Ghana,22,1996,2020,25,3,0
296,eci,t4,sample_t4_eci,21,GIN,Guinea,22,1996,2020,25,3,0
297,eci,t4,sample_t4_eci,22,GMB,The Gambia,22,1996,2020,25,3,0
298,eci,t4,sample_t4_eci,23,GUY,Guyana,22,1996,2020,25,3,0
299,eci,t4,sample_t4_eci,24,IDN,Indonesia,22,1996,2020,25,3,0
