model,dependent_variable,observations,countries,clusters,years,first_year,last_year,r2_within,r2_between,r2_overall,f_statistic,df_model,df_error,model_p_value,rmse,sigma_country,sigma_idiosyncratic,rho_country
DIVX_TWFE_MAIN,divx,1044,49,49,23,1996,2021,0.311896,0.310178,0.301153,24.762560,37,48,0.000000,0.071635,0.176289,0.073410,0.852222
