variable,component_label,sample,source_observations,valid_lag_pairs,ar1_observations,countries,lag_pair_loss_percent,min_periods,max_periods,average_periods,calendar_year_count,calendar_years,total_internal_gaps,pooled_missing_years,ar1_coefficient,standard_error,t_statistic,p_value,ci_lower,ci_upper,cluster_df,persistence_label,model_change_authorized,interpretation_limit
rents_mining,Minería,ECI_DIVX_common,1044,869,869,49,16.76,13,23,21.31,23,1996 1998 2000 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021,133,1997 1999 2001,0.641382,0.035823,17.904453,0.000000,0.569356,0.713408,48.000000,Moderada descriptiva,0,AR(1) descriptivo con FE de país y año y errores agrupados por país; no es prueba de raíz unitaria ni regla automática de modelación.
rents_oil_gas,Petróleo y gas,ECI_DIVX_common,1044,869,869,49,16.76,13,23,21.31,23,1996 1998 2000 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021,133,1997 1999 2001,0.707418,0.028771,24.588226,0.000000,0.649571,0.765266,48.000000,Alta descriptiva,0,AR(1) descriptivo con FE de país y año y errores agrupados por país; no es prueba de raíz unitaria ni regla automática de modelación.
