variable,component_label,sample,series_form,method,statistic_type,deterministics,demeaned,lags,observations,countries,statistic,p_value,reject_5pct,decision,return_code,null_hypothesis,alternative_hypothesis,diagnostic_role,model_change_authorized,interpretation_limit
rents_mining,Minería,ECI_DIVX_common,FIRST_DIFFERENCE,FISHER_ADF,INVERSE_CHI_SQUARED_P,CONSTANT,1,1,869,49,323.6139286000,0.0000000000,1,REJECT_UNIT_ROOT_NULL,0,All panels contain unit roots,At least one panel is stationary,DIAGNOSTIC_ONLY,0,El rechazo indica que no todos los paneles contienen raíz unitaria; no demuestra estacionariedad universal ni clasifica automáticamente I(0) o I(1).
rents_mining,Minería,ECI_DIVX_common,LEVEL,FISHER_ADF,INVERSE_CHI_SQUARED_P,CONSTANT,1,1,1044,49,184.9184407255,0.0000002664,1,REJECT_UNIT_ROOT_NULL,0,All panels contain unit roots,At least one panel is stationary,DIAGNOSTIC_ONLY,0,El rechazo indica que no todos los paneles contienen raíz unitaria; no demuestra estacionariedad universal ni clasifica automáticamente I(0) o I(1).
rents_oil_gas,Petróleo y gas,ECI_DIVX_common,FIRST_DIFFERENCE,FISHER_ADF,INVERSE_CHI_SQUARED_P,CONSTANT,1,1,869,49,412.2628359512,0.0000000000,1,REJECT_UNIT_ROOT_NULL,0,All panels contain unit roots,At least one panel is stationary,DIAGNOSTIC_ONLY,0,El rechazo indica que no todos los paneles contienen raíz unitaria; no demuestra estacionariedad universal ni clasifica automáticamente I(0) o I(1).
rents_oil_gas,Petróleo y gas,ECI_DIVX_common,LEVEL,FISHER_ADF,INVERSE_CHI_SQUARED_P,CONSTANT,1,1,1044,49,82.0983025802,0.8760600689,0,DO_NOT_REJECT_UNIT_ROOT_NULL,0,All panels contain unit roots,At least one panel is stationary,DIAGNOSTIC_ONLY,0,El rechazo indica que no todos los paneles contienen raíz unitaria; no demuestra estacionariedad universal ni clasifica automáticamente I(0) o I(1).
